main_category,subcategory,title,author,url,source
Education & Reference,Journals,"The Knickerbocker, or New-York Monthly Magazine, February 1844",Various,https://www.gutenberg.org/ebooks/19542,gutenberg
Literature,British Literature,The Lady of the Lake,Walter Scott,https://www.gutenberg.org/ebooks/3011,gutenberg
Literature,British Literature,The Last Man,Mary Shelley,https://openlibrary.org/works/OL450124W,openlibrary
Arts & Culture,Music,The Latin Hymn-writers and Their Hymns,Samuel Willoughby Duffield,https://www.gutenberg.org/ebooks/54903,gutenberg
Science & Technology,Science - Physics,The law of mass action,"A. B Kudryavtsev, Andrei B. Koudriavtsev, Reginald F. Jameson, Wolfgang Linert",https://openlibrary.org/works/OL12009327W,openlibrary
Literature,Literature - Other,The Left Hand of Darkness,Ursula K. Le Guin,https://openlibrary.org/works/OL59800W,openlibrary
Literature,American Literature,The Legend of Sleepy Hollow,Washington Irving,https://openlibrary.org/works/OL63985W,openlibrary
Religion & Philosophy,Religion/Spirituality,"The lesser Key of Solomon, Goetia, the book of evil spirits : contains two hundred diagrams and seals for invocation and convocation of spirits, necromancy, witchcraft and black art",,https://www.gutenberg.org/ebooks/72679,gutenberg
History,History - Royalty,"The letters of Queen Victoria, vol. 1, 1837-1843 : A selection from Her Majesty's correspondence between the years 1837 and 1861.",Queen of Great Britain Victoria,https://www.gutenberg.org/ebooks/20023,gutenberg
Arts & Culture,Music,The Letters of Wolfgang Amadeus Mozart — Volume 01,Wolfgang Amadeus Mozart,https://www.gutenberg.org/ebooks/5307,gutenberg
Social Sciences & Society,Old Age & the Elderly,The Lettsomian Lectures on Diseases and Disorders of the Heart and Arteries in Middle and Advanced Life [1900-1901],J. Mitchell Bruce,https://www.gutenberg.org/ebooks/43780,gutenberg
Arts & Culture,Music,The liberty minstrel,George Washington Clark,https://www.gutenberg.org/ebooks/22089,gutenberg
Literature,Novels,The Life and Adventures of Robinson Crusoe,Daniel Defoe,https://www.gutenberg.org/ebooks/521,gutenberg
Literature,Classics of Literature,"The life and opinions of Tristram Shandy, gentleman",Laurence Sterne,https://www.gutenberg.org/ebooks/1079,gutenberg
History,History - Royalty,"The Life of Edward the Black Prince, 1330-1376","Sedgwick, Henry Dwight",https://openlibrary.org/works/OL1326351W,openlibrary
History,History - Royalty,The Life of King Edward VII,J. Castell Hopkins,https://www.gutenberg.org/ebooks/25112,gutenberg
Arts & Culture,Music,"The Life of Ludwig van Beethoven, Volume I",Alexander Wheelock Thayer,https://www.gutenberg.org/ebooks/43591,gutenberg
Literature,Biographies,"The life of Olaudah Equiano, or Gustavus Vassa, the African","Olaudah Equiano, Robert J. Allison, Rebecka Rutledge Fisher",https://openlibrary.org/works/OL743333W,openlibrary
Arts & Culture,Music,The Lighter Classics in Music,David Ewen,https://www.gutenberg.org/ebooks/66346,gutenberg
Lifestyle & Hobbies,Sports/Hobbies,The Lighthouse Players,Ruth Askenas,https://openlibrary.org/works/OL43263553W,openlibrary
History,History - Royalty,The Lion in Winter,James Goldman,https://openlibrary.org/works/OL4644597W,openlibrary
History,History - Ancient,"The Lives of the Twelve Caesars, Complete",Suetonius,https://www.gutenberg.org/ebooks/6400,gutenberg
Arts & Culture,Music,"The London Mercury, Vol. I, Nos. 1-6, November 1919 to April 1920",Various,https://www.gutenberg.org/ebooks/45116,gutenberg
Social Sciences & Society,Old Age & the Elderly,The long road of woman's memory,Jane Addams,https://www.gutenberg.org/ebooks/69234,gutenberg
History,History - Royalty,The Love Letters of Henry VIII to Anne Boleyn; With Notes,King of England Henry VIII,https://www.gutenberg.org/ebooks/32155,gutenberg
Literature,Biographies,The Love Letters of Mary Wollstonecraft to Gilbert Imlay,Mary Wollstonecraft,https://www.gutenberg.org/ebooks/34413,gutenberg
Lifestyle & Hobbies,Sports/Hobbies,"The Magician's Own Book, or, the Whole Art of Conjuring",George Arnold and Frank Cahill,https://www.gutenberg.org/ebooks/60687,gutenberg
Literature,"Crime, Thrillers & Mystery",The Man in the Brown Suit,Agatha Christie,https://openlibrary.org/works/OL472549W,openlibrary
Science & Technology,Engineering & Technology,The Manufacture of Paper,R. W. Sindall,https://www.gutenberg.org/ebooks/46449,gutenberg
Literature,"Crime, Thrillers & Mystery",The Man Who Was Thursday,"Gilbert Keith Chesterton, Jake Kerr, Matt Mikalatos, Harry Plantinga, David Widger, Vincent Verret, Victor",https://openlibrary.org/works/OL76487W,openlibrary
Literature,"Crime, Thrillers & Mystery",The Man Who Was Thursday: A Nightmare,G. K. Chesterton,https://www.gutenberg.org/ebooks/1695,gutenberg
Social Sciences & Society,Old Age & the Elderly,"The Memoirs of Jacques Casanova de Seingalt, 1725-1798. Volume 30: Old Age and Death",Giacomo Casanova,https://www.gutenberg.org/ebooks/2980,gutenberg
Literature,"Crime, Thrillers & Mystery",The Memoirs of Sherlock Holmes,Arthur Conan Doyle,https://www.gutenberg.org/ebooks/834,gutenberg
History,History - European,"The Memoirs of the Conquistador Bernal Diaz del Castillo, Vol 1 (of 2)",Bernal Díaz del Castillo,https://www.gutenberg.org/ebooks/32474,gutenberg
History,History - Religious,The Merchant of Venice,William Shakespeare,https://openlibrary.org/works/OL258758W,openlibrary
Arts & Culture,Fashion,The Mirror of the Graces,active 19th century Lady of distinction,https://www.gutenberg.org/ebooks/67790,gutenberg
History,History - Royalty,"The Modern Regime, Volume 1",Hippolyte Taine,https://www.gutenberg.org/ebooks/2581,gutenberg
Social Sciences & Society,Law & Criminology,The Molly Maguires and the detectives,Allan Pinkerton,https://www.gutenberg.org/ebooks/76641,gutenberg
Arts & Culture,Fashion,The monsters of Templeton,Lauren Groff,https://openlibrary.org/works/OL9681817W,openlibrary
Literature,"Crime, Thrillers & Mystery",The murder of Roger Ackroyd,Agatha Christie,https://www.gutenberg.org/ebooks/69087,gutenberg
Literature,"Crime, Thrillers & Mystery",The Mysterious Affair at Styles,Agatha Christie,https://www.gutenberg.org/ebooks/863,gutenberg
Literature,"Crime, Thrillers & Mystery",The Mysterious Affair at Styles,"Agatha Christie, Aric Cushing, Bookstar",https://openlibrary.org/works/OL472715W,openlibrary
Literature,American Literature,"The Mysterious Stranger, and Other Stories",Mark Twain,https://www.gutenberg.org/ebooks/3186,gutenberg
Health & Medicine,Drugs/Alcohol/Pharmacology,The Mystery and Romance of Alchemy and Pharmacy,C. J. S. Thompson,https://www.gutenberg.org/ebooks/47004,gutenberg
Literature,"Crime, Thrillers & Mystery",The Mystery of the Blue Train,Agatha Christie,https://openlibrary.org/works/OL471603W,openlibrary
History,Archaeology & Anthropology,"The Natural History of Pliny, Volume 1 (of 6)",the Elder Pliny,https://www.gutenberg.org/ebooks/57493,gutenberg
Science & Technology,Science - Earth/Agricultural/Farming,"The Natural History of Pliny, Volume 4 (of 6)",the Elder Pliny,https://www.gutenberg.org/ebooks/61113,gutenberg
Social Sciences & Society,Law & Criminology,The New Jim Crow,Michelle Alexander,https://openlibrary.org/works/OL13826369W,openlibrary
History,History - Religious,The New World of Islam,Lothrop Stoddard,https://www.gutenberg.org/ebooks/24107,gutenberg
Literature,German Literature,The Nibelungenlied,,https://www.gutenberg.org/ebooks/7321,gutenberg
Social Sciences & Society,Psychiatry/Psychology,The Noonday Demon,Andrew Solomon,https://openlibrary.org/works/OL3457531W,openlibrary
Science & Technology,Engineering & Technology,The Notebooks of Leonardo Da Vinci — Complete,da Vinci Leonardo,https://www.gutenberg.org/ebooks/5000,gutenberg
Social Sciences & Society,Law & Criminology,The official CIA manual of trickery and deception,"H. Keith Melton, Robert Wallace",https://openlibrary.org/works/OL2971412W,openlibrary
Social Sciences & Society,Law & Criminology,The Oldest Code of Laws in the World,King of Babylonia Hammurabi,https://www.gutenberg.org/ebooks/17150,gutenberg
Social Sciences & Society,Old Age & the Elderly,"The old man's guide to health and longer life : With rules for diet, exercise, and physic; for preserving a good constitution, and preventing disorders in a bad one",John Hill,https://www.gutenberg.org/ebooks/70024,gutenberg
Science & Technology,Engineering & Technology,The Online World,Odd De Presno,https://www.gutenberg.org/ebooks/80,gutenberg
Health & Medicine,Drugs/Alcohol/Pharmacology,The Opium Monopoly,Ellen N. La Motte,https://www.gutenberg.org/ebooks/33479,gutenberg
Education & Reference,Teaching & Education,The Orbis Pictus,Johann Amos Comenius,https://www.gutenberg.org/ebooks/28299,gutenberg
Science & Technology,Science - Physics,Theoretical and numerical combustion,"Thierry Poinsot, Denis Veynante",https://openlibrary.org/works/OL8950839W,openlibrary
Science & Technology,Science - Physics,Theory of martingales,"R. Sh Lipt͡ser, R. Liptser, A.N. Shiryayev",https://openlibrary.org/works/OL4782764W,openlibrary
Science & Technology,Science - Physics,Theory of quantum liquids,"P. Nozières, David Pines, Philippe Nozieres, P. Nozieres",https://openlibrary.org/works/OL11991923W,openlibrary
Literature,Novels,The Passage,Justin Cronin,https://openlibrary.org/works/OL15168588W,openlibrary
History,Archaeology & Anthropology,"The passing of the great race; or, The racial basis of European history",Madison Grant,https://www.gutenberg.org/ebooks/68185,gutenberg
Literature,American Literature,The Pearl,John Steinbeck,https://openlibrary.org/works/OL7966242W,openlibrary
Education & Reference,Journals,"The penny magazine of the Society for the Diffusion of Useful Knowledge, issue 1, March 31, 1832",,https://www.gutenberg.org/ebooks/76548,gutenberg
Education & Reference,Journals,"The penny magazine of the Society for the Diffusion of Useful Knowledge, issue 2, April 7, 1832",,https://www.gutenberg.org/ebooks/76590,gutenberg
Education & Reference,Journals,"The penny magazine of the Society for the Diffusion of Useful Knowledge, issue 3, April 14, 1832",,https://www.gutenberg.org/ebooks/76670,gutenberg
Literature,"Crime, Thrillers & Mystery",The Phantom of the Opera,Gaston Leroux,https://www.gutenberg.org/ebooks/175,gutenberg
Health & Medicine,Drugs/Alcohol/Pharmacology,The pharmacology of alcohol and drugs of abuse and addiction,Norman S. Miller,https://openlibrary.org/works/OL3504878W,openlibrary
History,History - Religious,"The Philippine Islands, 1493-1898 — Volume 07 of 55",,https://www.gutenberg.org/ebooks/13701,gutenberg
History,History - Other,"The Philippine Islands, 1493-1898, Volume 33, 1519-1522",Antonio Pigafetta,https://www.gutenberg.org/ebooks/42884,gutenberg
Social Sciences & Society,Politics,The Philippines a Century Hence,José Rizal,https://www.gutenberg.org/ebooks/35899,gutenberg
Science & Technology,Science - Physics,The physics of submicron semiconductor devices,"NATO Advanced Study Institute on Physics of Submicron Semiconductor Devices (1983 San Miniato, Italy), Harold L. Grubin, David K. Ferry, C. Jacoboni",https://openlibrary.org/works/OL4631579W,openlibrary
Literature,British Literature,The Pickwick Papers,Charles Dickens,https://www.gutenberg.org/ebooks/580,gutenberg
Literature,British Literature,The Picture of Dorian Gray,Oscar Wilde,https://www.gutenberg.org/ebooks/174,gutenberg
Religion & Philosophy,Religion/Spirituality,The Pilgrim's Progress,John Bunyan,https://openlibrary.org/works/OL107195W,openlibrary
Religion & Philosophy,Religion/Spirituality,The Pilgrim's Progress from this world to that which is to come,John Bunyan,https://www.gutenberg.org/ebooks/131,gutenberg
Health & Medicine,Drugs/Alcohol/Pharmacology,"The Plague of Lust, Vol. 2 (of 2)",Julius Rosenbaum,https://www.gutenberg.org/ebooks/63246,gutenberg
Literature,German Literature,The poems of Heine; Complete,Heinrich Heine,https://www.gutenberg.org/ebooks/52882,gutenberg
History,Archaeology & Anthropology,The Position of Woman in Primitive Society: A Study of the Matriarchy,C. Gasquoine Hartley,https://www.gutenberg.org/ebooks/31500,gutenberg
Science & Technology,Science - Earth/Agricultural/Farming,The Preparation of Illustrations for Reports of the United States Geological Survey,John L. Ridgway,https://www.gutenberg.org/ebooks/43232,gutenberg
Education & Reference,Teaching & Education,The Prime of Miss Jean Brodie,Muriel Spark,https://openlibrary.org/works/OL26437W,openlibrary
Social Sciences & Society,Politics,The Prince,Niccolò Machiavelli,https://www.gutenberg.org/ebooks/1232,gutenberg
Literature,Classics of Literature,The Prince and the Pauper,Mark Twain,https://www.gutenberg.org/ebooks/1837,gutenberg
Social Sciences & Society,Law & Criminology,The Principles of Masonic Law,Albert Gallatin Mackey,https://www.gutenberg.org/ebooks/12186,gutenberg
Social Sciences & Society,Psychiatry/Psychology,"The Principles of Psychology, Volume 1 (of 2)",William James,https://www.gutenberg.org/ebooks/57628,gutenberg
Science & Technology,Engineering & Technology,The Progress of Invention in the Nineteenth Century.,Edward W. Byrn,https://www.gutenberg.org/ebooks/41538,gutenberg
Education & Reference,Reports & Conference Proceedings,The Project Gutenberg FAQ 2002,Jim Tinsley,https://www.gutenberg.org/ebooks/9109,gutenberg
Social Sciences & Society,Old Age & the Elderly,The Prolongation of Life: Optimistic Studies,Elie Metchnikoff,https://www.gutenberg.org/ebooks/51521,gutenberg
Religion & Philosophy,Religion/Spirituality,The Prophet,Kahlil Gibran,https://www.gutenberg.org/ebooks/58585,gutenberg
Religion & Philosophy,Religion/Spirituality,The Pursuit of God,A. W. Tozer,https://www.gutenberg.org/ebooks/25141,gutenberg
Social Sciences & Society,Gender & Sexuality Studies,The Queen's Daughters in India,Katharine C. Bushnell and Elizabeth W. Andrew,https://www.gutenberg.org/ebooks/47288,gutenberg
Literature,Classics of Literature,The Railway Children,Edith Nesbit,https://openlibrary.org/works/OL99509W,openlibrary
Education & Reference,Teaching & Education,The reader's guide to the Encyclopaedia Britannica : A handbook containing sixty-six courses of systematic study or occasional reading,Inc. Encyclopaedia Britannica,https://www.gutenberg.org/ebooks/74039,gutenberg
Science & Technology,Science - Physics,The recollections of Eugene P. Wigner as told to Andrew Szanton,"Eugene Paul Wigner, Eugene P. Wigner, Andrew Szanton",https://openlibrary.org/works/OL2716872W,openlibrary
History,History - Royalty,The Red Prince,Timothy Snyder,https://openlibrary.org/works/OL12376847W,openlibrary
Social Sciences & Society,Politics,The Red Record,Ida B. Wells-Barnett,https://www.gutenberg.org/ebooks/14977,gutenberg
Literature,Literature - Other,The Restaurant at the End of the Universe,Douglas Adams,https://openlibrary.org/works/OL2163655W,openlibrary
Literature,"Crime, Thrillers & Mystery",The Return of Sherlock Holmes,Arthur Conan Doyle,https://www.gutenberg.org/ebooks/108,gutenberg
Literature,Novels,The Road,"Cormac McCarthy, Tom Stechschulte",https://openlibrary.org/works/OL40873W,openlibrary
Arts & Culture,Music,The Roman Breviary,"Catholic Church, John Patrick Crichton-Stuart 3rd Marquess of Bute",https://openlibrary.org/works/OL349325W,openlibrary
Social Sciences & Society,Old Age & the Elderly,The Romance of an Old Fool,Roswell Martin Field,https://www.gutenberg.org/ebooks/20661,gutenberg
Literature,Biographies,The Romance of Biography (Vol 1 of 2),Mrs. Jameson,https://www.gutenberg.org/ebooks/35382,gutenberg
History,History - Royalty,The Romanovs,Robert K. Massie,https://openlibrary.org/works/OL84463W,openlibrary
Literature,Literature - Other,The Sacred Wood: Essays on Poetry and Criticism,T. S. Eliot,https://www.gutenberg.org/ebooks/57795,gutenberg
Literature,Novels,The Satyricon — Complete,Petronius Arbiter,https://www.gutenberg.org/ebooks/5225,gutenberg
Education & Reference,Teaching & Education,The Scarlet Letter,Nathaniel Hawthorne,https://openlibrary.org/works/OL455305W,openlibrary
History,History - European,The Scarlet Pimpernel,"Emmuska Orczy, Baroness Orczy",https://openlibrary.org/works/OL1253285W,openlibrary
Health & Medicine,Nutrition,The science of nutrition,"Janice Thompson, Janice Thompson, Melinda Manore, Linda Vaughan, Linda A. Vaughan, Kathy Gottschall-Pass, Debbie MacLellan, Janice J. Thompson",https://openlibrary.org/works/OL15596858W,openlibrary
Literature,"Crime, Thrillers & Mystery",The Secret Adversary,Agatha Christie,https://openlibrary.org/works/OL471789W,openlibrary
Literature,Classics of Literature,The Secret Garden,Frances Hodgson Burnett,https://openlibrary.org/works/OL69612W,openlibrary
Literature,"Crime, Thrillers & Mystery",The Secret of Chimneys,Agatha Christie,https://openlibrary.org/works/OL472542W,openlibrary
Social Sciences & Society,Old Age & the Elderly,The Seven Ages of Man,Ralph Bergengren,https://www.gutenberg.org/ebooks/42110,gutenberg
Arts & Culture,Architecture,The Seven Lamps of Architecture,John Ruskin,https://www.gutenberg.org/ebooks/35898,gutenberg
Health & Medicine,Drugs/Alcohol/Pharmacology,The Seven Sisters of Sleep,M. C. Cooke,https://www.gutenberg.org/ebooks/60805,gutenberg
Social Sciences & Society,Psychiatry/Psychology,The Sexual Life of Our Time in Its Relations to Modern Civilization,Iwan Bloch,https://www.gutenberg.org/ebooks/60968,gutenberg
Education & Reference,Teaching & Education,The Sexual Life of the Child,Albert Moll,https://www.gutenberg.org/ebooks/28402,gutenberg
Social Sciences & Society,Psychiatry/Psychology,The Sex Worship and Symbolism of Primitive Races: An Interpretation,Sanger Brown,https://www.gutenberg.org/ebooks/30750,gutenberg
Literature,"Crime, Thrillers & Mystery",The Sign of the Four,Arthur Conan Doyle,https://www.gutenberg.org/ebooks/2097,gutenberg
Social Sciences & Society,Psychiatry/Psychology,The Silence of the Lambs,Thomas Harris,https://openlibrary.org/works/OL23481W,openlibrary
Science & Technology,Engineering & Technology,The Silicon Jungle,David H. Rothman,https://www.gutenberg.org/ebooks/54360,gutenberg
History,History - Royalty,The six wives of Henry VIII,Alison Weir,https://openlibrary.org/works/OL497247W,openlibrary
History,History - Royalty,The Six Wives of Henry VIII,Antonia Fraser,https://openlibrary.org/works/OL1730830W,openlibrary
Literature,Novels,The Sky Trap,Frank Belknap Long,https://www.gutenberg.org/ebooks/24151,gutenberg
Education & Reference,Teaching & Education,The Snowy Day,"Ezra Jack Keats, Marilyn Sanabria, Shang yi bian ji bu",https://openlibrary.org/works/OL831023W,openlibrary
Social Sciences & Society,Politics,The Social Contract & Discourses,Jean-Jacques Rousseau,https://www.gutenberg.org/ebooks/46333,gutenberg
Religion & Philosophy,Religion/Spirituality,"The Song Celestial; Or, Bhagavad-Gîtâ (from the Mahâbhârata)",,https://www.gutenberg.org/ebooks/2388,gutenberg
Literature,German Literature,The Sorrows of Young Werther,Johann Wolfgang von Goethe,https://www.gutenberg.org/ebooks/2527,gutenberg
Arts & Culture,"Essays, Letters & Speeches",The Souls of Black Folk,W. E. B. Du Bois,https://www.gutenberg.org/ebooks/408,gutenberg
Social Sciences & Society,Psychiatry/Psychology,The Sound of Silence,Barbara Constant,https://www.gutenberg.org/ebooks/30283,gutenberg
Health & Medicine,Nutrition,The South Beach diet,"Arthur Agatston, Arthur Agatston M.D.",https://openlibrary.org/works/OL5754207W,openlibrary
Social Sciences & Society,Old Age & the Elderly,The Splendid Fairing,Constance Holme,https://www.gutenberg.org/ebooks/40545,gutenberg
Arts & Culture,Music,"The Standard Cantatas: Their Stories, Their Music, and Their Composers",George P. Upton,https://www.gutenberg.org/ebooks/32248,gutenberg
Education & Reference,Journals,"The Stars and Stripes, Vol. 1, No. 1, February 8, 1918",United States. Army. American Expeditionary Forces,https://www.gutenberg.org/ebooks/25085,gutenberg
Arts & Culture,Architecture,The Stately Homes of England,Llewellynn Frederick William Jewitt and S. C. Hall,https://www.gutenberg.org/ebooks/51173,gutenberg
Arts & Culture,Architecture,The Stones of Venice,John Ruskin,https://openlibrary.org/works/OL88640W,openlibrary
Arts & Culture,Architecture,"The Stones of Venice, Volume 1 (of 3)",John Ruskin,https://www.gutenberg.org/ebooks/30754,gutenberg
Arts & Culture,Architecture,"The Stones of Venice, Volume 2 (of 3),",John Ruskin,https://www.gutenberg.org/ebooks/30755,gutenberg
History,History - European,The Story of Paris,Thomas Okey,https://www.gutenberg.org/ebooks/26450,gutenberg
Arts & Culture,Architecture,The Story of Rouen,Theodore Andrea Cook,https://www.gutenberg.org/ebooks/24519,gutenberg
Literature,"Crime, Thrillers & Mystery",The Strange Case of Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,https://www.gutenberg.org/ebooks/43,gutenberg
Arts & Culture,"Essays, Letters & Speeches",The Subjection of Women,John Stuart Mill,https://www.gutenberg.org/ebooks/27083,gutenberg
Literature,American Literature,The Sun Also Rises,Ernest Hemingway,https://openlibrary.org/works/OL62979W,openlibrary
Literature,Literature - Other,The Supernatural in Modern English Fiction,Dorothy Scarborough,https://www.gutenberg.org/ebooks/47204,gutenberg
Education & Reference,Teaching & Education,The Tempest,William Shakespeare,https://openlibrary.org/works/OL362699W,openlibrary
Arts & Culture,Architecture,The Ten Books on Architecture,Vitruvius Pollio,https://www.gutenberg.org/ebooks/20239,gutenberg
Literature,Novels,The Time Machine,H. G. Wells,https://www.gutenberg.org/ebooks/35,gutenberg
Lifestyle & Hobbies,Sports/Hobbies,"The Traditional Games of England, Scotland, and Ireland (Vol 1 of 2)",Alice Bertha Gomme,https://www.gutenberg.org/ebooks/41727,gutenberg
Social Sciences & Society,Gender & Sexuality Studies,The transgender studies reader,"Susan Stryker, Stephen Whittle, Stephen Whittle",https://openlibrary.org/works/OL16977937W,openlibrary
History,History - Ancient,The travels of Pedro de Cieza de Léon; part 2,Pedro de Cieza de León,https://www.gutenberg.org/ebooks/48785,gutenberg
Literature,German Literature,The Trial,Franz Kafka,https://www.gutenberg.org/ebooks/7849,gutenberg
History,Archaeology & Anthropology,"The Tribes and Castes of the Central Provinces of India, Volume 1",R. V. Russell,https://www.gutenberg.org/ebooks/20583,gutenberg
Literature,"Crime, Thrillers & Mystery",The Turn of the Screw,Henry James,https://www.gutenberg.org/ebooks/209,gutenberg
Health & Medicine,Nutrition,"The ugly-girl papers : or, Hints for the toilet",S. D. Power,https://www.gutenberg.org/ebooks/75279,gutenberg
History,History - Religious,The Underground Railroad from Slavery to Freedom: A comprehensive history,Wilbur Henry Siebert,https://www.gutenberg.org/ebooks/49038,gutenberg
Social Sciences & Society,Law & Criminology,The United States Bill of Rights,United States,https://www.gutenberg.org/ebooks/2,gutenberg
Social Sciences & Society,Law & Criminology,The United States Constitution,United States,https://www.gutenberg.org/ebooks/5,gutenberg
Health & Medicine,Nutrition,The variation of animals and plants under domestication,Charles Darwin,https://openlibrary.org/works/OL515356W,openlibrary
Social Sciences & Society,Psychiatry/Psychology,The Varieties of Religious Experience,"William James, Dr. William James, WILLIAM JAMES, James, William, William James, CrossReach Publications, James William",https://openlibrary.org/works/OL1073561W,openlibrary
Science & Technology,Science - Physics,The Veil Lifted: Modern Developments of Spirit Photography,,https://www.gutenberg.org/ebooks/59451,gutenberg
Literature,Novels,The Vibration Wasps,Frank Belknap Long,https://www.gutenberg.org/ebooks/64820,gutenberg
Science & Technology,Science - Earth/Agricultural/Farming,The Voyage of the Beagle,Charles Darwin,https://www.gutenberg.org/ebooks/944,gutenberg
History,History - European,"The war drama of the Eagles : Napoleon's standard-bearers on the battlefield in victory and defeat from Austerlitz to Waterloo, a record of hard fighting, heroism, and adventure",Edward Fraser,https://www.gutenberg.org/ebooks/75293,gutenberg
Literature,Classics of Literature,The War of the Worlds,H. G. Wells,https://www.gutenberg.org/ebooks/36,gutenberg
History,History - European,The Wars of Religion in France 1559-1576,James Westfall Thompson,https://www.gutenberg.org/ebooks/49266,gutenberg
History,History - Ancient,"The Wars of the Jews; Or, The History of the Destruction of Jerusalem",Flavius Josephus,https://www.gutenberg.org/ebooks/2850,gutenberg
Literature,Biographies,The Waterloo Roll Call,Charles Dalton,https://www.gutenberg.org/ebooks/51143,gutenberg
Literature,British Literature,The Waves,Virginia Woolf,https://openlibrary.org/works/OL39316W,openlibrary
Social Sciences & Society,Gender & Sexuality Studies,The well of loneliness,Radclyffe Hall,https://www.gutenberg.org/ebooks/73042,gutenberg
Religion & Philosophy,Religion/Spirituality,"The Will to Believe, and Other Essays in Popular Philosophy",William James,https://www.gutenberg.org/ebooks/26659,gutenberg
Literature,British Literature,The Wind in the Willows,Kenneth Grahame,https://www.gutenberg.org/ebooks/289,gutenberg
History,History - Royalty,The Woman Who Would Be King,Kara Cooney,https://openlibrary.org/works/OL17072388W,openlibrary
Arts & Culture,"Essays, Letters & Speeches","The Works of Edgar Allan Poe, The Raven Edition",Edgar Allan Poe,https://www.gutenberg.org/ebooks/25525,gutenberg
Literature,American Literature,The Works of Edgar Allan Poe — Volume 1,Edgar Allan Poe,https://www.gutenberg.org/ebooks/2147,gutenberg
Literature,"Crime, Thrillers & Mystery",The Works of Edgar Allan Poe — Volume 2,Edgar Allan Poe,https://www.gutenberg.org/ebooks/2148,gutenberg
Social Sciences & Society,Politics,"The Works of the Right Honourable Edmund Burke, Vol. 01 (of 12)",Edmund Burke,https://www.gutenberg.org/ebooks/15043,gutenberg
Science & Technology,Science - Earth/Agricultural/Farming,The World of Flying Saucers: A Scientific Examination of a Major Myth of the Space Age,Donald H. Menzel and Lyle Gifford Boyd,https://www.gutenberg.org/ebooks/66639,gutenberg
Literature,American Literature,The Yellow Wallpaper,Charlotte Perkins Gilman,https://www.gutenberg.org/ebooks/1952,gutenberg
History,Archaeology & Anthropology,"Thief of Time, A Low Price",Tony Hillerman,https://openlibrary.org/works/OL55942W,openlibrary
Science & Technology,Science - Earth/Agricultural/Farming,This blessed earth,Ted Genoways,https://openlibrary.org/works/OL19721521W,openlibrary
Literature,American Literature,This Side of Paradise,F. Scott Fitzgerald,https://openlibrary.org/works/OL468488W,openlibrary
Social Sciences & Society,Psychiatry/Psychology,Three Contributions to the Theory of Sex,Sigmund Freud,https://www.gutenberg.org/ebooks/14969,gutenberg
Lifestyle & Hobbies,Sports/Hobbies,Three hundred and one things a bright girl can do,Jean Stewart,https://openlibrary.org/works/OL8047104W,openlibrary
Literature,British Literature,Three men in a boat (to say nothing of the dog),Jerome K. Jerome,https://www.gutenberg.org/ebooks/308,gutenberg
Science & Technology,Science - Earth/Agricultural/Farming,Three textile raw materials and their manufacture,International Acceptance Bank,https://www.gutenberg.org/ebooks/71158,gutenberg
Literature,German Literature,Through the Looking-Glass,"Lewis Carroll, Lewis Carroll, Lewis Lewis Carroll",https://openlibrary.org/works/OL151406W,openlibrary
Arts & Culture,Music,Thurber Carnival,James Thurber,https://openlibrary.org/works/OL9323423W,openlibrary
Literature,German Literature,Thus Spake Zarathustra: A Book for All and None,Friedrich Wilhelm Nietzsche,https://www.gutenberg.org/ebooks/1998,gutenberg
History,History - Ancient,Tipologii͡a gorodov i poseleniĭ Bospora Kimmeriĭskogo [po dannym antichnykh avtorov i ėpigraficheskim materialam],I. A. Emet͡s,https://openlibrary.org/works/OL31712907W,openlibrary
Health & Medicine,Drugs/Alcohol/Pharmacology,Tobacco Leaves: Being a Book of Facts for Smokers,William Augustine Brennan,https://www.gutenberg.org/ebooks/37388,gutenberg
Social Sciences & Society,Psychiatry/Psychology,Totem and taboo : Resemblances between the psychic lives of savages and neurotics,Sigmund Freud,https://www.gutenberg.org/ebooks/41214,gutenberg
Science & Technology,Engineering & Technology,Transactions on Engineering Technologies,"Sio-Iong Ao, Haeng Kon Kim, Oscar Castillo, Alan Hoi-shou Chan, Hideki Katagiri",https://openlibrary.org/works/OL20667190W,openlibrary
History,Archaeology & Anthropology,"Travels in the Central Parts of Indo-China (Siam), Cambodia, and Laos (Vol. 1 of 2)",Henri Mouhot,https://www.gutenberg.org/ebooks/46559,gutenberg
Education & Reference,Teaching & Education,Treasure Island,Robert Louis Stevenson,https://openlibrary.org/works/OL24034W,openlibrary
Social Sciences & Society,Old Age & the Elderly,Treatises on Friendship and Old Age,Marcus Tullius Cicero,https://www.gutenberg.org/ebooks/2808,gutenberg
Social Sciences & Society,Psychiatry/Psychology,... Trotzdem Ja zum Leben sagen,Viktor E. Frankl,https://openlibrary.org/works/OL1268413W,openlibrary
Social Sciences & Society,Psychiatry/Psychology,Étude Médico-Légale: Psychopathia Sexualis (French),R. von Krafft-Ebing,https://www.gutenberg.org/ebooks/24766,gutenberg
Education & Reference,Teaching & Education,Tuesdays with Morrie,Mitch Albom,https://openlibrary.org/works/OL1822313W,openlibrary
Literature,Literature - Other,"Turkish Literature; Comprising Fables, Belles-lettres, and Sacred Traditions",,https://www.gutenberg.org/ebooks/56464,gutenberg
