main_category,subcategory,title,author,url
Literature,Literature - Other,文心雕龍 (Chinese),Xie Liu,https://www.gutenberg.org/ebooks/23822
Literature,Literature - Other,The Development of the Feeling for Nature in the Middle Ages and Modern Times,Alfred Biese,https://www.gutenberg.org/ebooks/13814
Literature,Literature - Other,"Notes and Queries, Number 235, April 29, 1854",Various,https://www.gutenberg.org/ebooks/31359
Literature,Literature - Other,The Bed-Book of Happiness,Harold Begbie,https://www.gutenberg.org/ebooks/13457
Literature,Literature - Other,Obras escogidas (Spanish),Gustavo Adolfo Bécquer,https://www.gutenberg.org/ebooks/53552
Literature,Literature - Other,"Notes and Queries, Vol. III, Number 86, June 21, 1851",Various,https://www.gutenberg.org/ebooks/37496
Literature,Literature - Other,La mirabile visione: Abbozzo d'una storia della Divina Comedia (Italian),Giovanni Pascoli,https://www.gutenberg.org/ebooks/46082
Literature,Literature - Other,"Notes and Queries, Number 137, June 12, 1852",Various,https://www.gutenberg.org/ebooks/42039
Literature,Literature - Other,Critical Studies,Ouida,https://www.gutenberg.org/ebooks/36788
History,Archaeology & Anthropology,Omnilingual,H. Beam Piper,https://www.gutenberg.org/ebooks/19445
History,Archaeology & Anthropology,Sexual Life of Primitive People,Hans Fehlinger,https://www.gutenberg.org/ebooks/58475
History,Archaeology & Anthropology,The Position of Woman in Primitive Society: A Study of the Matriarchy,C. Gasquoine Hartley,https://www.gutenberg.org/ebooks/31500
History,Archaeology & Anthropology,Myths of the Cherokee,James Mooney,https://www.gutenberg.org/ebooks/45634
History,Archaeology & Anthropology,Omens and Superstitions of Southern India,Edgar Thurston,https://www.gutenberg.org/ebooks/35690
History,Archaeology & Anthropology,Demonology and Devil-lore,Moncure Daniel Conway,https://www.gutenberg.org/ebooks/40686
History,Archaeology & Anthropology,"The Natural History of Pliny, Volume 1 (of 6)",the Elder Pliny,https://www.gutenberg.org/ebooks/57493
History,Archaeology & Anthropology,The Golden Bough: A Study of Magic and Religion,James George Frazer,https://www.gutenberg.org/ebooks/3623
History,Archaeology & Anthropology,Malay Magic,Walter William Skeat,https://www.gutenberg.org/ebooks/47873
History,Archaeology & Anthropology,The Fairy-Faith in Celtic Countries,W. Y. Evans-Wentz,https://www.gutenberg.org/ebooks/34853
History,Archaeology & Anthropology,"Travels in the Central Parts of Indo-China (Siam), Cambodia, and Laos (Vol. 1 of 2)",Henri Mouhot,https://www.gutenberg.org/ebooks/46559
History,Archaeology & Anthropology,Argonauts of the Western Pacific,Bronislaw Malinowski,https://www.gutenberg.org/ebooks/55822
History,Archaeology & Anthropology,Gypsy Sorcery and Fortune Telling,Charles Godfrey Leland,https://www.gutenberg.org/ebooks/58465
History,Archaeology & Anthropology,An Illustrated Dictionary of Words used in Art and Archaeology,John W. Mollett,https://www.gutenberg.org/ebooks/67629
History,Archaeology & Anthropology,An Account of Egypt,Herodotus,https://www.gutenberg.org/ebooks/2131
History,Archaeology & Anthropology,"The Tribes and Castes of the Central Provinces of India, Volume 1",R. V. Russell,https://www.gutenberg.org/ebooks/20583
History,Archaeology & Anthropology,"The passing of the great race; or, The racial basis of European history",Madison Grant,https://www.gutenberg.org/ebooks/68185
History,Archaeology & Anthropology,The Golden Bough: A Study in Comparative Religion (Vol. 1 of 2),James George Frazer,https://www.gutenberg.org/ebooks/41082
History,Archaeology & Anthropology,The Inhabitants of the Philippines,Frederic H. Sawyer,https://www.gutenberg.org/ebooks/38081
History,Archaeology & Anthropology,History of the Spanish Conquest of Yucatan and of the Itzas,Philip Ainsworth Means,https://www.gutenberg.org/ebooks/33231
Social Sciences & Society,Gender & Sexuality Studies,Herland,Charlotte Perkins Gilman,https://www.gutenberg.org/ebooks/32
Social Sciences & Society,Gender & Sexuality Studies,Love Potions Through the Ages: A Study of Amatory Devices and Mores,Harry E. Wedeck,https://www.gutenberg.org/ebooks/63577
Social Sciences & Society,Gender & Sexuality Studies,Japanese Girls and Women,Alice Mabel Bacon,https://www.gutenberg.org/ebooks/32449
Social Sciences & Society,Gender & Sexuality Studies,"History of Woman Suffrage, Volume I",,https://www.gutenberg.org/ebooks/28020
Social Sciences & Society,Gender & Sexuality Studies,Woman in Science,J. A. Zahm,https://www.gutenberg.org/ebooks/34912
Social Sciences & Society,Gender & Sexuality Studies,What a Young Woman Ought to Know,Mary Wood-Allen,https://www.gutenberg.org/ebooks/28458
Social Sciences & Society,Gender & Sexuality Studies,"History of Woman Suffrage, Volume III",,https://www.gutenberg.org/ebooks/28556
Social Sciences & Society,Gender & Sexuality Studies,"The History of Woman Suffrage, Volume IV",,https://www.gutenberg.org/ebooks/29870
Social Sciences & Society,Gender & Sexuality Studies,Mrs. Warren's Daughter: A Story of the Woman's Movement,Harry Johnston,https://www.gutenberg.org/ebooks/15380
Social Sciences & Society,Gender & Sexuality Studies,Woman under socialism,August Bebel,https://www.gutenberg.org/ebooks/30646
Social Sciences & Society,Gender & Sexuality Studies,Sex & Character,Otto Weininger,https://www.gutenberg.org/ebooks/61729
Social Sciences & Society,Gender & Sexuality Studies,The Queen's Daughters in India,Katharine C. Bushnell and Elizabeth W. Andrew,https://www.gutenberg.org/ebooks/47288
Social Sciences & Society,Gender & Sexuality Studies,Eighty Years and More; Reminiscences 1815-1897,Elizabeth Cady Stanton,https://www.gutenberg.org/ebooks/11982
Social Sciences & Society,Gender & Sexuality Studies,The well of loneliness,Radclyffe Hall,https://www.gutenberg.org/ebooks/73042
Social Sciences & Society,Gender & Sexuality Studies,Working Women of Japan,Sidney Lewis Gulick,https://www.gutenberg.org/ebooks/35511
Social Sciences & Society,Gender & Sexuality Studies,My own story,Emmeline Pankhurst,https://www.gutenberg.org/ebooks/34856
Social Sciences & Society,Gender & Sexuality Studies,Woman,William J. Robinson,https://www.gutenberg.org/ebooks/21840
Social Sciences & Society,Gender & Sexuality Studies,Are Women People? A Book of Rhymes for Suffrage Times,Alice Duer Miller,https://www.gutenberg.org/ebooks/11689
Social Sciences & Society,Gender & Sexuality Studies,A Short History of Women's Rights,Eugene A. Hecker,https://www.gutenberg.org/ebooks/11672
Social Sciences & Society,Gender & Sexuality Studies,"Samantha Among the Brethren, Complete",Marietta Holley,https://www.gutenberg.org/ebooks/9450
Literature,Novels,The Blue Castle: a novel,L. M. Montgomery,https://www.gutenberg.org/ebooks/67979
Literature,Novels,Twenty years after,Alexandre Dumas and Auguste Maquet,https://www.gutenberg.org/ebooks/1259
Literature,Novels,A Journey to the Centre of the Earth,Jules Verne,https://www.gutenberg.org/ebooks/18857
Literature,Novels,The Satyricon — Complete,Petronius Arbiter,https://www.gutenberg.org/ebooks/5225
Literature,Novels,The Brothers Karamazov,Fyodor Dostoyevsky,https://www.gutenberg.org/ebooks/28054
Literature,Novels,The Sky Trap,Frank Belknap Long,https://www.gutenberg.org/ebooks/24151
Literature,Novels,Lady Chatterley's lover,D. H. Lawrence,https://www.gutenberg.org/ebooks/73144
Literature,Novels,"Frankenstein; Or, The Modern Prometheus",Mary Wollstonecraft Shelley,https://www.gutenberg.org/ebooks/41445
Literature,Novels,Les misérables Tome I: Fantine (French),Victor Hugo,https://www.gutenberg.org/ebooks/17489
Literature,Novels,David Copperfield,Charles Dickens,https://www.gutenberg.org/ebooks/766
Literature,Novels,The Count of Monte Cristo,Alexandre Dumas and Auguste Maquet,https://www.gutenberg.org/ebooks/1184
Literature,Novels,Jane Eyre: An Autobiography,Charlotte Brontë,https://www.gutenberg.org/ebooks/1260
Literature,Novels,The Time Machine,H. G. Wells,https://www.gutenberg.org/ebooks/35
Literature,Novels,The Life and Adventures of Robinson Crusoe,Daniel Defoe,https://www.gutenberg.org/ebooks/521
Literature,Novels,Memoirs of Fanny Hill,John Cleland,https://www.gutenberg.org/ebooks/25305
Literature,Novels,Noli Me Tangere (Tagalog),José Rizal,https://www.gutenberg.org/ebooks/20228
Literature,Novels,The Idiot,Fyodor Dostoyevsky,https://www.gutenberg.org/ebooks/2638
Literature,Novels,War and Peace,graf Leo Tolstoy,https://www.gutenberg.org/ebooks/2600
Literature,Novels,Là-bas,J.-K. Huysmans,https://www.gutenberg.org/ebooks/14323
Literature,Novels,The Vibration Wasps,Frank Belknap Long,https://www.gutenberg.org/ebooks/64820
Literature,Classics of Literature,The Imaginary Invalid,Molière,https://www.gutenberg.org/ebooks/9070
Literature,Classics of Literature,A Doll's House : a play,Henrik Ibsen,https://www.gutenberg.org/ebooks/2542
Literature,Classics of Literature,Twenty Thousand Leagues under the Sea,Jules Verne,https://www.gutenberg.org/ebooks/164
Literature,Classics of Literature,A Tale of Two Cities,Charles Dickens,https://www.gutenberg.org/ebooks/98
Literature,Classics of Literature,The Iliad,Homer,https://www.gutenberg.org/ebooks/6130
Literature,Classics of Literature,The Prince and the Pauper,Mark Twain,https://www.gutenberg.org/ebooks/1837
Literature,Classics of Literature,Oedipus King of Thebes,Sophocles,https://www.gutenberg.org/ebooks/27673
Literature,Classics of Literature,"Fables of La Fontaine — a New Edition, with Notes",Jean de La Fontaine,https://www.gutenberg.org/ebooks/7241
Literature,Classics of Literature,Around the World in Eighty Days,Jules Verne,https://www.gutenberg.org/ebooks/103
Literature,Classics of Literature,Vanity Fair,William Makepeace Thackeray,https://www.gutenberg.org/ebooks/599
Literature,Classics of Literature,Beowulf: An Anglo-Saxon Epic Poem,,https://www.gutenberg.org/ebooks/16328
Literature,Classics of Literature,Ulysses,James Joyce,https://www.gutenberg.org/ebooks/4300
Literature,Classics of Literature,"Hamlet, Prince of Denmark",William Shakespeare,https://www.gutenberg.org/ebooks/27761
Literature,Classics of Literature,Peter Pan,J. M. Barrie,https://www.gutenberg.org/ebooks/16
Literature,Classics of Literature,A Christmas Carol,Charles Dickens,https://www.gutenberg.org/ebooks/24022
Literature,Classics of Literature,Northanger Abbey,Jane Austen,https://www.gutenberg.org/ebooks/121
Literature,Classics of Literature,"The Awakening, and Selected Short Stories",Kate Chopin,https://www.gutenberg.org/ebooks/160
Literature,Classics of Literature,"Frankenstein; Or, The Modern Prometheus",Mary Wollstonecraft Shelley,https://www.gutenberg.org/ebooks/42324
Literature,Classics of Literature,"The life and opinions of Tristram Shandy, gentleman",Laurence Sterne,https://www.gutenberg.org/ebooks/1079
Literature,Classics of Literature,The War of the Worlds,H. G. Wells,https://www.gutenberg.org/ebooks/36
Literature,Biographies,Lives of Fair and Gallant Ladies. Vol 1,Pierre de Bourdeille Brantôme,https://www.gutenberg.org/ebooks/67025
Literature,Biographies,Meditations,Emperor of Rome Marcus Aurelius,https://www.gutenberg.org/ebooks/2680
Literature,Biographies,"Narrative of the Life of Frederick Douglass, an American Slave",Frederick Douglass,https://www.gutenberg.org/ebooks/23
Literature,Biographies,"My Life and Loves, Vol. 1 (of 4)",Frank Harris,https://www.gutenberg.org/ebooks/59827
Literature,Biographies,Reminiscences of a Stock Operator,Edwin Lefevre,https://www.gutenberg.org/ebooks/60979
Literature,Biographies,Emily Brontë,A. Mary F. Robinson,https://www.gutenberg.org/ebooks/25789
Literature,Biographies,The Love Letters of Mary Wollstonecraft to Gilbert Imlay,Mary Wollstonecraft,https://www.gutenberg.org/ebooks/34413
Literature,Biographies,The Romance of Biography (Vol 1 of 2),Mrs. Jameson,https://www.gutenberg.org/ebooks/35382
Literature,Biographies,Memoirs of the Author of a Vindication of the Rights of Woman,William Godwin,https://www.gutenberg.org/ebooks/16199
Literature,Biographies,Autobiography of Benjamin Franklin,Benjamin Franklin,https://www.gutenberg.org/ebooks/20203
Literature,Biographies,The Waterloo Roll Call,Charles Dalton,https://www.gutenberg.org/ebooks/51143
Literature,Biographies,More Letters of Charles Darwin — Volume 1,Charles Darwin,https://www.gutenberg.org/ebooks/2739
Literature,Biographies,"The Interesting Narrative of the Life of Olaudah Equiano, Or Gustavus Vassa, The African",Olaudah Equiano,https://www.gutenberg.org/ebooks/15399
Literature,Biographies,Shakespeare's family,C. C. Stopes,https://www.gutenberg.org/ebooks/26315
Literature,Biographies,Ecce Homo,Friedrich Wilhelm Nietzsche,https://www.gutenberg.org/ebooks/52190
Literature,Biographies,Harriet Martineau,Florence Fenwick Miller,https://www.gutenberg.org/ebooks/36965
Literature,Biographies,Life on the Mississippi,Mark Twain,https://www.gutenberg.org/ebooks/245
Literature,Biographies,"Pen-portraits of literary women : by themselves and others, Volume 2 (of 2)",,https://www.gutenberg.org/ebooks/70200
Literature,Biographies,A Pickle for the Knowing Ones,Timothy Dexter,https://www.gutenberg.org/ebooks/43453
Literature,Biographies,Life and Letters of Charles Darwin — Volume 1,Charles Darwin,https://www.gutenberg.org/ebooks/2087
Science & Technology,Science - Earth/Agricultural/Farming,The Voyage of the Beagle,Charles Darwin,https://www.gutenberg.org/ebooks/944
Science & Technology,Science - Earth/Agricultural/Farming,Round the year with the stars,Garrett Putman Serviss,https://www.gutenberg.org/ebooks/68391
Science & Technology,Science - Earth/Agricultural/Farming,A Treatise on Meteorological Instruments,Enrico Angelo Lodovico Negretti and Joseph Zambra,https://www.gutenberg.org/ebooks/36457
Science & Technology,Science - Earth/Agricultural/Farming,Canyons of the Colorado,John Wesley Powell,https://www.gutenberg.org/ebooks/8082
Science & Technology,Science - Earth/Agricultural/Farming,Views of nature: or Contemplations on the sublime phenomena of creation,Alexander von Humboldt,https://www.gutenberg.org/ebooks/67684
Science & Technology,Science - Earth/Agricultural/Farming,"The Natural History of Pliny, Volume 4 (of 6)",the Elder Pliny,https://www.gutenberg.org/ebooks/61113
Science & Technology,Science - Earth/Agricultural/Farming,The Home of the Blizzard,Sir Douglas Mawson,https://www.gutenberg.org/ebooks/6137
Science & Technology,Science - Earth/Agricultural/Farming,The Book of the Damned,Charles Fort,https://www.gutenberg.org/ebooks/22472
Science & Technology,Science - Earth/Agricultural/Farming,"The Andes and the Amazon; Or, Across the Continent of South America",James Orton,https://www.gutenberg.org/ebooks/19209
Science & Technology,Science - Earth/Agricultural/Farming,One Hundred Proofs That the Earth Is Not a Globe,William Carpenter,https://www.gutenberg.org/ebooks/55387
Science & Technology,Science - Earth/Agricultural/Farming,Domestic Animals,Richard Lamb Allen,https://www.gutenberg.org/ebooks/34175
Science & Technology,Science - Earth/Agricultural/Farming,Three textile raw materials and their manufacture,International Acceptance Bank,https://www.gutenberg.org/ebooks/71158
Science & Technology,Science - Earth/Agricultural/Farming,"Scientific American, Volume 40, No. 13, March 29, 1879",Various,https://www.gutenberg.org/ebooks/18866
Science & Technology,Science - Earth/Agricultural/Farming,The Eruption of Vesuvius in 1872,Luigi Palmieri,https://www.gutenberg.org/ebooks/33483
Science & Technology,Science - Earth/Agricultural/Farming,The Preparation of Illustrations for Reports of the United States Geological Survey,John L. Ridgway,https://www.gutenberg.org/ebooks/43232
Science & Technology,Science - Earth/Agricultural/Farming,"Encyclopaedia Britannica, 11th Edition, ""Magnetite"" to ""Malt""",Various,https://www.gutenberg.org/ebooks/42854
Science & Technology,Science - Earth/Agricultural/Farming,Catalogue of Economic Plants in the Collection of the U. S. Department of Agriculture,William Saunders,https://www.gutenberg.org/ebooks/24402
Science & Technology,Science - Earth/Agricultural/Farming,The Commercial Products of the Vegetable Kingdom,P. L. Simmonds,https://www.gutenberg.org/ebooks/15191
Science & Technology,Science - Earth/Agricultural/Farming,The World of Flying Saucers: A Scientific Examination of a Major Myth of the Space Age,Donald H. Menzel and Lyle Gifford Boyd,https://www.gutenberg.org/ebooks/66639
Science & Technology,Science - Earth/Agricultural/Farming,Agriculture for Beginners,"Charles William Burkett, Frank Lincoln Stevens, and Daniel Harvey Hill",https://www.gutenberg.org/ebooks/20772
History,History - Royalty,"Encyclopaedia Britannica, 11th Edition, ""Lord Chamberlain"" to ""Luqman""",Various,https://www.gutenberg.org/ebooks/43427
History,History - Royalty,"Memoirs of the Court of Marie Antoinette, Queen of France, Complete",Mme. Campan,https://www.gutenberg.org/ebooks/3891
History,History - Royalty,The French Revolution: A History,Thomas Carlyle,https://www.gutenberg.org/ebooks/1301
History,History - Royalty,Memoirs of Louis XIV and His Court and of the Regency — Complete,duc de Louis de Rouvroy Saint-Simon,https://www.gutenberg.org/ebooks/3875
History,History - Royalty,"The letters of Queen Victoria, vol. 1, 1837-1843 : A selection from Her Majesty's correspondence between the years 1837 and 1861.",Queen of Great Britain Victoria,https://www.gutenberg.org/ebooks/20023
History,History - Royalty,Princes and Poisoners: Studies of the Court of Louis XIV,Frantz Funck-Brentano,https://www.gutenberg.org/ebooks/43238
History,History - Royalty,The Aristocracy of London: Part I: Kensington,Anonymous,https://www.gutenberg.org/ebooks/42385
History,History - Royalty,"Elizabeth, Empress of Austria and Queen of Hungary",Carl Küchler,https://www.gutenberg.org/ebooks/60408
History,History - Royalty,"Life of Napoleon Bonaparte, Volume II.",Walter Scott,https://www.gutenberg.org/ebooks/48838
History,History - Royalty,Alfred the Great : containing chapters on his life and times,,https://www.gutenberg.org/ebooks/76551
History,History - Royalty,London and the Kingdom - Volume 2,Reginald R. Sharpe,https://www.gutenberg.org/ebooks/20990
History,History - Royalty,"Charles the Bold, Last Duke of Burgundy, 1433-1477",Ruth Putnam,https://www.gutenberg.org/ebooks/14496
History,History - Royalty,"The Modern Regime, Volume 1",Hippolyte Taine,https://www.gutenberg.org/ebooks/2581
History,History - Royalty,宋史 (Chinese),Tuotuo,https://www.gutenberg.org/ebooks/24183
History,History - Royalty,"A Popular History of France from the Earliest Times, Volume 4",François Guizot,https://www.gutenberg.org/ebooks/11954
History,History - Royalty,King and commonwealth : A history of Charles I. and the great rebellion,J. Surtees Phillpotts and Bertha Meriton Gardiner,https://www.gutenberg.org/ebooks/76676
History,History - Royalty,The History of the Prince of Wales' Civil Service Rifles,Anonymous,https://www.gutenberg.org/ebooks/51387
History,History - Royalty,The Love Letters of Henry VIII to Anne Boleyn; With Notes,King of England Henry VIII,https://www.gutenberg.org/ebooks/32155
History,History - Royalty,The Life of King Edward VII,J. Castell Hopkins,https://www.gutenberg.org/ebooks/25112
History,History - Royalty,My life in Sarawak,Lady Margaret Brooke,https://www.gutenberg.org/ebooks/76658
Social Sciences & Society,Politics,The Prince,Niccolò Machiavelli,https://www.gutenberg.org/ebooks/1232
Social Sciences & Society,Politics,"Society in America, Volume 1 (of 2)",Harriet Martineau,https://www.gutenberg.org/ebooks/52621
Social Sciences & Society,Politics,Second Treatise of Government,John Locke,https://www.gutenberg.org/ebooks/7370
Social Sciences & Society,Politics,The Social Contract & Discourses,Jean-Jacques Rousseau,https://www.gutenberg.org/ebooks/46333
Social Sciences & Society,Politics,The Economic Consequences of the Peace,John Maynard Keynes,https://www.gutenberg.org/ebooks/15776
Social Sciences & Society,Politics,The intelligent woman's guide to socialism and capitalism,Bernard Shaw,https://www.gutenberg.org/ebooks/75859
Social Sciences & Society,Politics,Labour policy—false and true : A study in economic history and industrial economics,Lynden Livingston Macassey,https://www.gutenberg.org/ebooks/70243
Social Sciences & Society,Politics,Democracy in America — Volume 1,Alexis de Tocqueville,https://www.gutenberg.org/ebooks/815
Social Sciences & Society,Politics,The Communist Manifesto,Karl Marx and Friedrich Engels,https://www.gutenberg.org/ebooks/61
Social Sciences & Society,Politics,The Philippines a Century Hence,José Rizal,https://www.gutenberg.org/ebooks/35899
Social Sciences & Society,Politics,Common Sense,Thomas Paine,https://www.gutenberg.org/ebooks/147
Social Sciences & Society,Politics,The Federalist Papers,"Alexander Hamilton, James Madison, and John Jay",https://www.gutenberg.org/ebooks/1404
Social Sciences & Society,Politics,The Red Record,Ida B. Wells-Barnett,https://www.gutenberg.org/ebooks/14977
Social Sciences & Society,Politics,Democracy in America — Volume 2,Alexis de Tocqueville,https://www.gutenberg.org/ebooks/816
Social Sciences & Society,Politics,The Declaration of Independence of the United States of America,Thomas Jefferson,https://www.gutenberg.org/ebooks/1
Social Sciences & Society,Politics,John F. Kennedy's Inaugural Address,John F. Kennedy,https://www.gutenberg.org/ebooks/3
Social Sciences & Society,Politics,On the Duty of Civil Disobedience,Henry David Thoreau,https://www.gutenberg.org/ebooks/71
Social Sciences & Society,Politics,Politics: A Treatise on Government,Aristotle,https://www.gutenberg.org/ebooks/6762
Social Sciences & Society,Politics,The Prince,Niccolò Machiavelli,https://www.gutenberg.org/ebooks/57037
Social Sciences & Society,Politics,"The Works of the Right Honourable Edmund Burke, Vol. 01 (of 12)",Edmund Burke,https://www.gutenberg.org/ebooks/15043
Education & Reference,Journals,"Notes and Queries, Vol. IV, Number 97, September 6, 1851",Various,https://www.gutenberg.org/ebooks/38433
Education & Reference,Journals,Lucifer: A Theosophical Magazine. Volume I. September 1887-February 1888.,Various,https://www.gutenberg.org/ebooks/60852
Education & Reference,Journals,"The penny magazine of the Society for the Diffusion of Useful Knowledge, issue 1, March 31, 1832",,https://www.gutenberg.org/ebooks/76548
Education & Reference,Journals,"The International Monthly, Volume 3, No. 2, May, 1851",Various,https://www.gutenberg.org/ebooks/29246
Education & Reference,Journals,"Current History, Vol. VIII, No. 3, June 1918",Various,https://www.gutenberg.org/ebooks/41479
Education & Reference,Journals,"The Atlantic Monthly, Volume 17, No. 101, March, 1866",Various,https://www.gutenberg.org/ebooks/21288
Education & Reference,Journals,"The penny magazine of the Society for the Diffusion of Useful Knowledge, issue 2, April 7, 1832",,https://www.gutenberg.org/ebooks/76590
Education & Reference,Journals,"The Knickerbocker, or New-York Monthly Magazine, February 1844",Various,https://www.gutenberg.org/ebooks/19542
Education & Reference,Journals,Anzeiger für Kunde der deutschen Vorzeit (1868) (German),Various,https://www.gutenberg.org/ebooks/52856
Education & Reference,Journals,"The International Monthly, Volume 3, No. 1, April, 1851",Various,https://www.gutenberg.org/ebooks/25325
Education & Reference,Journals,"The journal of the American-Irish Historical Society, Vol. VIII, 1909",Various,https://www.gutenberg.org/ebooks/74099
Education & Reference,Journals,The Burlington magazine : for connoisseurs. vol. II—June to August,,https://www.gutenberg.org/ebooks/70374
Education & Reference,Journals,"Scientific American, Volume XXXVI., No. 8, February 24, 1877",Various,https://www.gutenberg.org/ebooks/19406
Education & Reference,Journals,"The penny magazine of the Society for the Diffusion of Useful Knowledge, issue 3, April 14, 1832",,https://www.gutenberg.org/ebooks/76670
Education & Reference,Journals,"The Atlantic Monthly, Volume 16, No. 97, November, 1865",Various,https://www.gutenberg.org/ebooks/20088
Education & Reference,Journals,"The Stars and Stripes, Vol. 1, No. 1, February 8, 1918",United States. Army. American Expeditionary Forces,https://www.gutenberg.org/ebooks/25085
Education & Reference,Journals,"The International Monthly, Volume 4, No. 3, October, 1851",Various,https://www.gutenberg.org/ebooks/36564
Education & Reference,Journals,"The International Monthly, Volume 2, No. 1, December, 1850",Various,https://www.gutenberg.org/ebooks/37872
Education & Reference,Journals,"Harper's New Monthly Magazine, Vol III, No 13, 1851",Various,https://www.gutenberg.org/ebooks/38787
Education & Reference,Journals,"Anzeiger für Kunde der deutschen Vorzeit (Jg. 26, 1879) (German)",Various,https://www.gutenberg.org/ebooks/49501
Arts & Culture,Fashion,Women's Bathing and Swimming Costume in the United States,Claudia Brush Kidwell,https://www.gutenberg.org/ebooks/37586
Arts & Culture,Fashion,A dictionary of men's wear,William Henry Baker,https://www.gutenberg.org/ebooks/76299
Arts & Culture,Fashion,"Manners, Customs, and Dress During the Middle Ages and During the Renaissance Period",P. L. Jacob,https://www.gutenberg.org/ebooks/10940
Arts & Culture,Fashion,"Self-instructor in the art of hair work, dressing hair, making curls, switches, braids, and hair jewelry of every description.",Mark Campbell,https://www.gutenberg.org/ebooks/38658
Arts & Culture,Fashion,Paris and the Parisians in 1835 (Vol. 2),Frances Milton Trollope,https://www.gutenberg.org/ebooks/39710
Arts & Culture,Fashion,Origin and Early History of the Fashion Plate,J. L. Nevinson,https://www.gutenberg.org/ebooks/34472
Arts & Culture,Fashion,Needlework Economies: A Book of Mending and Making with Oddments and Scraps,,https://www.gutenberg.org/ebooks/48050
Arts & Culture,Fashion,Textiles and Clothing,Kate Heintz Watson,https://www.gutenberg.org/ebooks/21534
Arts & Culture,Fashion,"Two Centuries of Costume in America, Volume 1 (1620-1820)",Alice Morse Earle,https://www.gutenberg.org/ebooks/10115
Arts & Culture,Fashion,"Germany from the Earliest Period, Volume 4",Wolfgang Menzel,https://www.gutenberg.org/ebooks/8401
Arts & Culture,Fashion,"Godey's Lady's Book, Vol. 48, No. XVIII, April, 1854",Various,https://www.gutenberg.org/ebooks/58494
Arts & Culture,Fashion,The American Gentleman's Guide to Politeness and Fashion,Margaret C. Conkling,https://www.gutenberg.org/ebooks/39005
Arts & Culture,Fashion,Textile Fabrics,Daniel Rock,https://www.gutenberg.org/ebooks/66172
Arts & Culture,Fashion,The Evolution of Fashion,Florence Mary Gardiner,https://www.gutenberg.org/ebooks/34845
Arts & Culture,Fashion,Woman as Decoration,Emily Burbank,https://www.gutenberg.org/ebooks/18901
Arts & Culture,Fashion,Chats on Costume,G. Woolliscroft Rhead,https://www.gutenberg.org/ebooks/46949
Arts & Culture,Fashion,English Costume,Dion Clayton Calthrop,https://www.gutenberg.org/ebooks/33020
Arts & Culture,Fashion,The Mirror of the Graces,active 19th century Lady of distinction,https://www.gutenberg.org/ebooks/67790
Arts & Culture,Fashion,The corset and the crinoline : A book of modes and costumes from remote periods to the present time,William Barry Lord,https://www.gutenberg.org/ebooks/53267
Arts & Culture,Fashion,Dress design : an account of costume for artists & dressmakers,Talbot Hughes,https://www.gutenberg.org/ebooks/34903
History,History - Other,"The History of Cuba, vol. 4",Willis Fletcher Johnson,https://www.gutenberg.org/ebooks/33848
History,History - Other,"The History of Cuba, vol. 5",Willis Fletcher Johnson,https://www.gutenberg.org/ebooks/41267
History,History - Other,Beautiful Philippines: A Handbook of General Information,Philippine Islands. Commission of Independence,https://www.gutenberg.org/ebooks/61774
History,History - Other,"Historia Amoris: A History of Love, Ancient and Modern",Edgar Saltus,https://www.gutenberg.org/ebooks/32512
History,History - Other,Indian Currency and Finance,John Maynard Keynes,https://www.gutenberg.org/ebooks/49166
History,History - Other,A Complete Guide to Heraldry,Arthur Charles Fox-Davies,https://www.gutenberg.org/ebooks/41617
History,History - Other,Die Frauenfrage: ihre geschichtliche Entwicklung und wirtschaftliche Seite (German),Lily Braun,https://www.gutenberg.org/ebooks/14075
History,History - Other,"Notes and Queries, Number 82, May 24, 1851",Various,https://www.gutenberg.org/ebooks/28311
History,History - Other,A History of the Philippines,David P. Barrows,https://www.gutenberg.org/ebooks/38269
History,History - Other,"On Heroes, Hero-Worship, and the Heroic in History",Thomas Carlyle,https://www.gutenberg.org/ebooks/1091
History,History - Other,"The Philippine Islands, 1493-1898, Volume 33, 1519-1522",Antonio Pigafetta,https://www.gutenberg.org/ebooks/42884
History,History - Other,Rizal's own story of his life,José Rizal,https://www.gutenberg.org/ebooks/48438
History,History - Other,Geographical etymology: a dictionary of place-names giving their derivations,Christina Blackie,https://www.gutenberg.org/ebooks/69018
History,History - Other,A History of Norwegian Immigration to the United States,George T. Flom,https://www.gutenberg.org/ebooks/46681
History,History - Other,The Glories of Ireland,,https://www.gutenberg.org/ebooks/12111
History,History - Other,All About Coffee,William H. Ukers,https://www.gutenberg.org/ebooks/28500
History,History - Other,A Short History of the World,H. G. Wells,https://www.gutenberg.org/ebooks/35461
History,History - Other,Memoirs of Extraordinary Popular Delusions and the Madness of Crowds,Charles Mackay,https://www.gutenberg.org/ebooks/24518
History,History - Other,The American Occupation of the Philippines 1898-1912,James H. Blount,https://www.gutenberg.org/ebooks/36542
History,History - Other,"The history of magic : including a clear and precise exposition of its procedure, its rites and its mysteries",Éliphas Lévi,https://www.gutenberg.org/ebooks/70033
Lifestyle & Hobbies,Sports/Hobbies,Chess Fundamentals,José Raúl Capablanca,https://www.gutenberg.org/ebooks/33870
Lifestyle & Hobbies,Sports/Hobbies,Mr. Punch's Golf Stories,,https://www.gutenberg.org/ebooks/38683
