main_category,subcategory,title,author,url
Science & Technology,Science - Physics,The physics of submicron semiconductor devices,"NATO Advanced Study Institute on Physics of Submicron Semiconductor Devices (1983 San Miniato, Italy), Harold L. Grubin, David K. Ferry, C. Jacoboni",https://openlibrary.org/works/OL4631579W
Science & Technology,Science - Physics,Physics of the solar system,"B. Bertotti, Paolo Farinella, David Vokrouhlický, P. Farinella, D. Vokrouhlicky",https://openlibrary.org/works/OL4791589W
Science & Technology,Science - Physics,Quantum metrology and fundamental physical constants,"NATO Advanced Study Institute on Quantum Metrology and Fundamental Physical Constants (1981 Erice, Italy), A.A. Lucas, Paul H. Cutler, A. North",https://openlibrary.org/works/OL5594774W
Science & Technology,Science - Physics,Quantum measurement,"V. B. Braginskii, Vladimir B. Braginsky, Farid Ya Khalili, Kip S. Thorne",https://openlibrary.org/works/OL13643096W
Science & Technology,Science - Physics,The law of mass action,"A. B Kudryavtsev, Andrei B. Koudriavtsev, Reginald F. Jameson, Wolfgang Linert",https://openlibrary.org/works/OL12009327W
Science & Technology,Science - Physics,Acoustics of layered media I,"L. M. Brekhovskikh, Leonid M. Brekhovskikh, Oleg A. Godin",https://openlibrary.org/works/OL63819W
Science & Technology,Science - Physics,Instabilities and chaos in quantum optics II,"NATO Advanced Study Institute on Instabilities and Chaos in Quantum Optics (1987 Il Ciocco, Italy), N.B. Abraham, F.T. Arecchi, L.A. Lugiato",https://openlibrary.org/works/OL4624125W
Science & Technology,Science - Physics,Theory of martingales,"R. Sh Lipt͡ser, R. Liptser, A.N. Shiryayev",https://openlibrary.org/works/OL4782764W
Science & Technology,Science - Physics,Doubt and certainty,"Tony Rothman, George Sudarshan",https://openlibrary.org/works/OL2039273W
Science & Technology,Science - Physics,The recollections of Eugene P. Wigner as told to Andrew Szanton,"Eugene Paul Wigner, Eugene P. Wigner, Andrew Szanton",https://openlibrary.org/works/OL2716872W
Arts & Culture,"Essays, Letters & Speeches",Meditations,Marcus Aurelius,https://openlibrary.org/works/OL1317211W
Arts & Culture,"Essays, Letters & Speeches","Essays, Letters, and Speeches of Thomas Paine",Thomas Paine,https://openlibrary.org/works/OL40780569W
Arts & Culture,"Essays, Letters & Speeches",India's freedom,Jawaharlal Nehru,https://openlibrary.org/works/OL296136W
Arts & Culture,"Essays, Letters & Speeches",Culture and anarchy; an essay in political and social criticism,"Matthew Arnold, Matthew Arnold, M Arnold, Matthew (Edited with an Introduction By J. Dover Wilson) Arnold, George Saintsbury, George William Erskine Russell, Marciano Guerrero",https://openlibrary.org/works/OL1336695W
Arts & Culture,"Essays, Letters & Speeches","Essays, speeches & public letters",William Faulkner,https://openlibrary.org/works/OL82910W
Arts & Culture,"Essays, Letters & Speeches","A bibliography of the conventions and constitutions of Virginia including referenced to essays, letters and speeches in the Virginia newspapers",E. G. Swem,https://openlibrary.org/works/OL33582903W
Arts & Culture,"Essays, Letters & Speeches",Selected works,Cicero,https://openlibrary.org/works/OL67548W
Arts & Culture,"Essays, Letters & Speeches","Essays, speeches & public letters",William Faulkner,https://openlibrary.org/works/OL29261052W
Arts & Culture,"Essays, Letters & Speeches","Essays, Speeches Public Letters",,https://openlibrary.org/works/OL37441938W
Arts & Culture,"Essays, Letters & Speeches","Essays, Speeches & Public Letters",,https://openlibrary.org/works/OL38085919W
Arts & Culture,"Essays, Letters & Speeches",Essays Speeches & Public Letters,William Faulkner,https://openlibrary.org/works/OL43194676W
Arts & Culture,"Essays, Letters & Speeches","Essays, speeches & public letters",William Faulkner,https://openlibrary.org/works/OL32040212W
Arts & Culture,"Essays, Letters & Speeches",ESSAYS SPEECHES AND PUBLIC LETTERS,James B. (Ed.) Faulkner William. (Text) Meriwether,https://openlibrary.org/works/OL31593517W
Arts & Culture,"Essays, Letters & Speeches","Essays, Speeches and Public Letters",,https://openlibrary.org/works/OL34665137W
Arts & Culture,"Essays, Letters & Speeches","Lincoln's Letters, Essays and Speeches",Abraham Lincoln,https://openlibrary.org/works/OL7972843W
Arts & Culture,"Essays, Letters & Speeches",ESSAYS SPEECHES AND PUBLIC LETTERS,JMAES B. MARIWETHER,https://openlibrary.org/works/OL43065138W
Literature,"Crime, Thrillers & Mystery",The Secret of Chimneys,Agatha Christie,https://openlibrary.org/works/OL472542W
Literature,"Crime, Thrillers & Mystery",Murder on the Links,Agatha Christie,https://openlibrary.org/works/OL472073W
Literature,"Crime, Thrillers & Mystery",The Man in the Brown Suit,Agatha Christie,https://openlibrary.org/works/OL472549W
Literature,"Crime, Thrillers & Mystery",Whose Body?,Dorothy L. Sayers,https://openlibrary.org/works/OL2234917W
Literature,"Crime, Thrillers & Mystery",The Big Four,Agatha Christie,https://openlibrary.org/works/OL471947W
Literature,"Crime, Thrillers & Mystery",The Mysterious Affair at Styles,"Agatha Christie, Aric Cushing, Bookstar",https://openlibrary.org/works/OL472715W
Literature,"Crime, Thrillers & Mystery",The Man Who Was Thursday,"Gilbert Keith Chesterton, Jake Kerr, Matt Mikalatos, Harry Plantinga, David Widger, Vincent Verret, Victor",https://openlibrary.org/works/OL76487W
Literature,"Crime, Thrillers & Mystery",Death on the Nile,Agatha Christie,https://openlibrary.org/works/OL471724W
Literature,"Crime, Thrillers & Mystery",The Mystery of the Blue Train,Agatha Christie,https://openlibrary.org/works/OL471603W
Literature,"Crime, Thrillers & Mystery",And Then There Were None,Agatha Christie,https://openlibrary.org/works/OL471565W
Literature,"Crime, Thrillers & Mystery",The Da Vinci Code,Dan Brown,https://openlibrary.org/works/OL76837W
Literature,"Crime, Thrillers & Mystery",The Secret Adversary,Agatha Christie,https://openlibrary.org/works/OL471789W
Literature,"Crime, Thrillers & Mystery",An American Tragedy,Theodore Dreiser,https://openlibrary.org/works/OL100239W
Literature,"Crime, Thrillers & Mystery",The Adventures of Sherlock Holmes [12 stories],Arthur Conan Doyle,https://openlibrary.org/works/OL262421W
Literature,"Crime, Thrillers & Mystery",Angels & Demons,Dan Brown,https://openlibrary.org/works/OL76833W
Literature,"Crime, Thrillers & Mystery",The Return of Sherlock Holmes,Arthur Conan Doyle,https://openlibrary.org/works/OL262477W
Literature,"Crime, Thrillers & Mystery",The Firm,John Grisham,https://openlibrary.org/works/OL76972W
Literature,"Crime, Thrillers & Mystery",Ordeal by Innocence,Agatha Christie,https://openlibrary.org/works/OL472145W
Education & Reference,Reports & Conference Proceedings,RESEARCH IN HOSPITAL USES,AMERICAN HOSPITAL ASSOCIATION AND THE PUBLIC HEALTH SERVICE,https://openlibrary.org/works/OL43328562W
Education & Reference,Reports & Conference Proceedings,"Conference literature, its role in the distribution of information","Workshop on Conference Literature in Science and Technology (1980 Albuquerque, N.M.)",https://openlibrary.org/works/OL5638523W
Education & Reference,Reports & Conference Proceedings,Bill,Canada. Legislature. Legislative Assembly.,https://openlibrary.org/works/OL12210420W
Education & Reference,Reports & Conference Proceedings,Moderator's report on conference proceedings,"Premier's Conference on Alberta's Economic Future (1992 Calgary, Alta.)",https://openlibrary.org/works/OL17105312W
Education & Reference,Reports & Conference Proceedings,Fifth annual migration conference,Annual Migration Conference (5th 1958 Paris),https://openlibrary.org/works/OL37023376W
Education & Reference,Reports & Conference Proceedings,Eighth annual migration conference,Annual Migration Conference (8th 1962 Geneva),https://openlibrary.org/works/OL37023452W
Education & Reference,Reports & Conference Proceedings,Addressing the nursing shortage,An Action Conference on a Center for Nursing Innovations (1982 Mar. 17: Fairfield University Conn.),https://openlibrary.org/works/OL12185034W
Education & Reference,Reports & Conference Proceedings,1984 Blaine House Conference on Aging,"Blaine House Conference on Aging (10th 1984 Augusta, Me.)",https://openlibrary.org/works/OL5223424W
Education & Reference,Reports & Conference Proceedings,1982 Blaine House Conference on Aging,"Blaine House Conference on Aging (9th 1982 Augusta, Me.)",https://openlibrary.org/works/OL5223524W
Education & Reference,Reports & Conference Proceedings,1973 Blaine House Conference on Aging,,https://openlibrary.org/works/OL22555983W
Education & Reference,Reports & Conference Proceedings,Conference on Population Issues in Ethiopia's National Development,"Conference on Population Issues in Ethiopia's National Development (1989 Addis Ababa, Ethiopia)",https://openlibrary.org/works/OL3736590W
Education & Reference,Reports & Conference Proceedings,Business credibility,Phyllis S. McGrath,https://openlibrary.org/works/OL19574448W
Education & Reference,Reports & Conference Proceedings,Global and local development,Inter-Schools Conference on Development (14th 1997 Edinburgh),https://openlibrary.org/works/OL12136711W
Education & Reference,Reports & Conference Proceedings,Right from the start '81,"Victoria Shennan, Joan Bicknell",https://openlibrary.org/works/OL19382102W
Education & Reference,Reports & Conference Proceedings,1988 Blaine House Conference on Aging,"Blaine House Conference on Aging (12th 1988 Augusta, Me.)",https://openlibrary.org/works/OL4583905W
Education & Reference,Reports & Conference Proceedings,A museum at Long Kesh or the Maze?,Coiste na n-larchimi (2003 Lisburn),https://openlibrary.org/works/OL11643393W
Education & Reference,Reports & Conference Proceedings,10th anniversary of the Employee Retirement Income Security Act of 1974,United States. Congress. Senate. Special Committee on Aging,https://openlibrary.org/works/OL22890791W
Education & Reference,Reports & Conference Proceedings,The Future role of business in society,Lillian W. Kay,https://openlibrary.org/works/OL19501466W
Education & Reference,Journals,Revue de l'Histoire des Religions,"Maurice Vernes, Jean Réville, Léon Marillier, René Dussaud, Paul Alphandéry",https://openlibrary.org/works/OL13123982W
Education & Reference,Journals,Journal of the American Oriental Society,American Oriental Society,https://openlibrary.org/works/OL13100830W
Education & Reference,Journals,Blazevox,Adam Fieled,https://openlibrary.org/works/OL17200270W
Education & Reference,Journals,The Indian Antiquary,"James Burgess, Richard Carnac Temple, John Faithfull Fleet, Royal Anthropological Institute of Great Britain and Ireland., Stephen Meredyth Edwardes, Charles Evelyn Arbuthnot William Oldham",https://openlibrary.org/works/OL16286082W
Education & Reference,Journals,Zeitschrift der Deutschen Morgenländischen Gesellschaft,Deutsche Morgenländische Gesellschaft,https://openlibrary.org/works/OL10724954W
Education & Reference,Journals,Zeitschrift für Deutsche Wortforschung,Friedrich Kluge,https://openlibrary.org/works/OL15719541W
Education & Reference,Journals,Denkschriften der Kaiserlichen Akademie der Wissenschaften,"Kaiserlichen Akademie der Wissenschaften in Wien, Mathematisch-Naturwissenschaftliche Klasse",https://openlibrary.org/works/OL13084918W
Education & Reference,Journals,"Dear Bill, Remember Me?",Norma Fox Mazer,https://openlibrary.org/works/OL1841648W
Education & Reference,Journals,The Care and Taming of a Rogue,Suzanne Enoch,https://openlibrary.org/works/OL14906076W
Education & Reference,Journals,The Journal of John Woolman and a Plea for the Poor,John Woolman,https://openlibrary.org/works/OL75378W
Education & Reference,Journals,Zeitschrift für die Kunde des Morgenlandes,"Heinrich Ewald, Hans Conon von der Gabelentz, Johann Gottfried Ludwig Kosegarten, Christian Lassen, Carl Friedrich Neumann, Emil Roediger, Friedrich Rückert",https://openlibrary.org/works/OL15821352W
Education & Reference,Journals,Breaking Conventions,Patricia Auspos,https://openlibrary.org/works/OL36742123W
Education & Reference,Journals,André Gide et son Journal,Maria Kaas-Albarda,https://openlibrary.org/works/OL1440144W
Education & Reference,Journals,Berliner Philologische Wochenschrift,"Christian Belger, Oskar Seyffert",https://openlibrary.org/works/OL15969607W
Education & Reference,Journals,"The journal and biography of Nicholas Collin, 1746-1831",Nicholas Collin,https://openlibrary.org/works/OL11100401W
Education & Reference,Journals,Teaching Through the Storm,Karen Hale Hankins,https://openlibrary.org/works/OL9228468W
Education & Reference,Journals,Memoirs of the life and religious labors of Edward Hicks,"Hicks, Edward",https://openlibrary.org/works/OL4407362W
Education & Reference,Journals,The journal of Elias Hicks,Elias Hicks,https://openlibrary.org/works/OL18562956W
