main_category,subcategory,title,author,url
Lifestyle & Hobbies,Sports/Hobbies,The American Girl's Handy Book,"Lina Beard, Adelia Beard",https://openlibrary.org/works/OL1794792W
Lifestyle & Hobbies,Sports/Hobbies,Super Mario,Jeff Ryan,https://openlibrary.org/works/OL16116640W
Lifestyle & Hobbies,Sports/Hobbies,The Book of Wizard Craft,"Janice Eaton Kilby, Deborah Morgenthal, Terry Taylor",https://openlibrary.org/works/OL5962699W
Lifestyle & Hobbies,Sports/Hobbies,"Fox Tossing, Octopus Wrestling and Other Forgotten Sports",Edward Brooke-Hitching,https://openlibrary.org/works/OL24143375W
Lifestyle & Hobbies,Sports/Hobbies,Let's play Pokémon : trading card game : the ultimate manual for parents & kids,"Wizards of the Coast, Brown",https://openlibrary.org/works/OL18456863W
Lifestyle & Hobbies,Sports/Hobbies,The arts of sport and recreation,Derek Stanford,https://openlibrary.org/works/OL4902450W
Lifestyle & Hobbies,Sports/Hobbies,Qualitative Research in Gambling,Rebecca Cassidy,https://openlibrary.org/works/OL17575819W
Lifestyle & Hobbies,Sports/Hobbies,Sportscard counterfeit detector,"Robert F. Lemke, Bob Lemke, Sally Grace",https://openlibrary.org/works/OL1719902W
Lifestyle & Hobbies,Sports/Hobbies,Unbored,"Elizabeth Foy Larsen, Joshua Glenn",https://openlibrary.org/works/OL16617811W
Lifestyle & Hobbies,Sports/Hobbies,The big book of plants,"John Stringer, John Stringer",https://openlibrary.org/works/OL12073391W
Lifestyle & Hobbies,Sports/Hobbies,"Sports, hobbies, & recreation",Lucia McKay,https://openlibrary.org/works/OL4842251W
Lifestyle & Hobbies,Sports/Hobbies,Game Boy World 1989,Jeremy Parish,https://openlibrary.org/works/OL19799561W
Lifestyle & Hobbies,Sports/Hobbies,Easy style room by room,"Stevie Henderson, Mark Baldwin",https://openlibrary.org/works/OL16070444W
Lifestyle & Hobbies,Sports/Hobbies,A Hortitherapy Program for the Visually Handicapped,Phyllis Robinson Gilreath,https://openlibrary.org/works/OL43226841W
Lifestyle & Hobbies,Sports/Hobbies,"The International Roller Skating Guide, 1949-1950",Sam Finkelstein,https://openlibrary.org/works/OL43233692W
Lifestyle & Hobbies,Sports/Hobbies,The Lighthouse Players,Ruth Askenas,https://openlibrary.org/works/OL43263553W
Lifestyle & Hobbies,Sports/Hobbies,Three hundred and one things a bright girl can do,Jean Stewart,https://openlibrary.org/works/OL8047104W
Lifestyle & Hobbies,Sports/Hobbies,The do-it-better book,Shari Lewis,https://openlibrary.org/works/OL3068825W
Social Sciences & Society,Psychiatry/Psychology,The Varieties of Religious Experience,"William James, Dr. William James, WILLIAM JAMES, James, William, William James, CrossReach Publications, James William",https://openlibrary.org/works/OL1073561W
Social Sciences & Society,Psychiatry/Psychology,... Trotzdem Ja zum Leben sagen,Viktor E. Frankl,https://openlibrary.org/works/OL1268413W
Social Sciences & Society,Psychiatry/Psychology,A Mind That Found Itself,Clifford Whittingham Beers,https://openlibrary.org/works/OL6322288W
Social Sciences & Society,Psychiatry/Psychology,"Men are From Mars, Women are From Venus","John Gray, John Gray, John [Ph.D] Gray",https://openlibrary.org/works/OL263458W
Social Sciences & Society,Psychiatry/Psychology,The anatomy of melancholy,Robert Burton,https://openlibrary.org/works/OL3149647W
Social Sciences & Society,Psychiatry/Psychology,Psycho-cybernetics,"Maxwell Maltz, Maxwell maltz, M. Maltz, Maxwell Maltz, Maltz, Maxwell, M.D., F.I.C.S., Naxwell Maltz",https://openlibrary.org/works/OL99079W
Social Sciences & Society,Psychiatry/Psychology,The Silence of the Lambs,Thomas Harris,https://openlibrary.org/works/OL23481W
Social Sciences & Society,Psychiatry/Psychology,Abnormal Psychology,"Gerald C. Davison, John M. Neale, Ann M. Kring",https://openlibrary.org/works/OL2680118W
Social Sciences & Society,Psychiatry/Psychology,Emotional Intelligence,Daniel Goleman,https://openlibrary.org/works/OL1878267W
Social Sciences & Society,Psychiatry/Psychology,Ten days in a mad-house,"Nellie Bly, Nellie Bly, BookCaps",https://openlibrary.org/works/OL16915826W
Social Sciences & Society,Psychiatry/Psychology,Musicophilia,Oliver Sacks,https://openlibrary.org/works/OL277255W
Social Sciences & Society,Psychiatry/Psychology,Psychology,"Dennis Coon, John O. Mitterer",https://openlibrary.org/works/OL90590W
Social Sciences & Society,Psychiatry/Psychology,Critique of psychoanalysis,Carl Gustav Jung,https://openlibrary.org/works/OL95078W
Social Sciences & Society,Psychiatry/Psychology,"Erinnerungen, Träume, Gedanken",Carl Gustav Jung,https://openlibrary.org/works/OL95094W
Social Sciences & Society,Psychiatry/Psychology,12 Rules for Life,Jordan B. Peterson,https://openlibrary.org/works/OL17837119W
Social Sciences & Society,Psychiatry/Psychology,Psychology principles in practice,Spencer A. Rathus,https://openlibrary.org/works/OL2035732W
Social Sciences & Society,Psychiatry/Psychology,Women & madness,"Phyllis Chesler, PHYLLIS CHESLER",https://openlibrary.org/works/OL1867086W
Social Sciences & Society,Psychiatry/Psychology,The Noonday Demon,Andrew Solomon,https://openlibrary.org/works/OL3457531W
History,History - Royalty,Lives,Plutarch,https://openlibrary.org/works/OL2521179W
History,History - Royalty,The Prince,Niccolò Machiavelli,https://openlibrary.org/works/OL1089297W
History,History - Royalty,The housekeeper's diary,Wendy Berry,https://openlibrary.org/works/OL3750934W
History,History - Royalty,The six wives of Henry VIII,Alison Weir,https://openlibrary.org/works/OL497247W
History,History - Royalty,The Goldsmith's Wife,Victoria Holt,https://openlibrary.org/works/OL3453364W
History,History - Royalty,Eleanor of Aquitaine,Alison Weir,https://openlibrary.org/works/OL497246W
History,History - Royalty,Palace Papers,Tina Brown,https://openlibrary.org/works/OL26355405W
History,History - Royalty,Who Was Queen Elizabeth? (Who Was...?),June Eding,https://openlibrary.org/works/OL8160457W
History,History - Royalty,Because of You,Cathy Maxwell,https://openlibrary.org/works/OL554409W
History,History - Royalty,The Romanovs,Robert K. Massie,https://openlibrary.org/works/OL84463W
History,History - Royalty,Henry VIII,J. J. Scarisbrick,https://openlibrary.org/works/OL5361840W
History,History - Royalty,The Lion in Winter,James Goldman,https://openlibrary.org/works/OL4644597W
History,History - Royalty,The Six Wives of Henry VIII,Antonia Fraser,https://openlibrary.org/works/OL1730830W
History,History - Royalty,The Woman Who Would Be King,Kara Cooney,https://openlibrary.org/works/OL17072388W
History,History - Royalty,The Red Prince,Timothy Snyder,https://openlibrary.org/works/OL12376847W
History,History - Royalty,Brief gaudy hour,Margaret Campbell Barnes,https://openlibrary.org/works/OL156861W
History,History - Royalty,The Constant Princess,Philippa Gregory,https://openlibrary.org/works/OL59923W
History,History - Royalty,"The Life of Edward the Black Prince, 1330-1376","Sedgwick, Henry Dwight",https://openlibrary.org/works/OL1326351W
Social Sciences & Society,Law & Criminology,In Cold Blood,Truman Capote,https://openlibrary.org/works/OL1992198W
Social Sciences & Society,Law & Criminology,Dei delitte e delle pene,Cesare Beccaria,https://openlibrary.org/works/OL1223677W
Social Sciences & Society,Law & Criminology,The New Jim Crow,Michelle Alexander,https://openlibrary.org/works/OL13826369W
Social Sciences & Society,Law & Criminology,Mindhunter,"John E. Douglas, Mark Olshaker",https://openlibrary.org/works/OL119421W
Social Sciences & Society,Law & Criminology,Crime and criminology,"R. D. White, Rob White, Fiona Haines",https://openlibrary.org/works/OL2098161W
Social Sciences & Society,Law & Criminology,The anatomy of violence,Adrian Raine,https://openlibrary.org/works/OL19967595W
Social Sciences & Society,Law & Criminology,Mossad,"Michael Bar-Zohar, Nissim Mishal",https://openlibrary.org/works/OL20334242W
Social Sciences & Society,Law & Criminology,Kriminologi dan hukum pidana,Abintoro Prakoso,https://openlibrary.org/works/OL23244271W
Social Sciences & Society,Law & Criminology,Community policing,"Robert C. Trojanowicz, Victor E. Kappeler, Larry K. Gaines, Bonnie Bucqueroux",https://openlibrary.org/works/OL1872507W
Social Sciences & Society,Law & Criminology,Criminal justice internships,"Gary R. Gordon, R. Bruce McBride, Hedy Hyde Hage",https://openlibrary.org/works/OL3003200W
Social Sciences & Society,Law & Criminology,Beyond the Body Farm,"William M. Bass, Bill Bass, Jon Jefferson",https://openlibrary.org/works/OL2973147W
Social Sciences & Society,Law & Criminology,Biased,Jennifer L. Eberhardt,https://openlibrary.org/works/OL20159738W
Social Sciences & Society,Law & Criminology,The official CIA manual of trickery and deception,"H. Keith Melton, Robert Wallace",https://openlibrary.org/works/OL2971412W
Social Sciences & Society,Law & Criminology,Research methods for criminal justice and criminology,Michael G. Maxfield,https://openlibrary.org/works/OL2696927W
Social Sciences & Society,Law & Criminology,Comparative criminal justice systems,"Erika Fairchild, Harry R. Dammer",https://openlibrary.org/works/OL4301945W
Social Sciences & Society,Law & Criminology,Criminal profiling,Brent E. Turvey,https://openlibrary.org/works/OL16140187W
Social Sciences & Society,Law & Criminology,Restorative Justice,Gerry Johnstone,https://openlibrary.org/works/OL2561004W
Social Sciences & Society,Law & Criminology,Crime and custom in savage society,Bronisław Malinowski,https://openlibrary.org/works/OL1211014W
Arts & Culture,Architecture,Twelve years a slave,Solomon Northup,https://openlibrary.org/works/OL78871W
Arts & Culture,Architecture,Memórias póstumas de Brás Cubas,Joaquim Maria Machado de Assis,https://openlibrary.org/works/OL1003017W
Arts & Culture,Architecture,Henry Moore,"David Sylvester, Henry Moore, J. Hedgecoe, Alan Bowness, Herbert Edward Read, Ann Garrould",https://openlibrary.org/works/OL1001044W
Arts & Culture,Architecture,Paekche ŭi sŏnggwak kwa kŏnchʻuk,Sahoe Kwahagwŏn (Korea : North). Kogohak Yŏn'guso,https://openlibrary.org/works/OL16702878W
Arts & Culture,Architecture,Vincent van Gogh,"Vincent van Gogh, Colta Ives, Sjraar van Heugten, Marije Vellekoop, Ingo F. Walther, Rainer Metzger, Louis van Tilborgh, Johannes von Uitert, Schapiro, Meyer",https://openlibrary.org/works/OL518262W
Arts & Culture,Architecture,The Stones of Venice,John Ruskin,https://openlibrary.org/works/OL88640W
Arts & Culture,Architecture,Leonardo,"Leonardo da Vinci, Kunster, Erfinder, Wissenschaftler, Michael Desmond, Carlo Pedretti",https://openlibrary.org/works/OL695408W
Arts & Culture,Architecture,The Caine mutiny,Herman Wouk,https://openlibrary.org/works/OL729088W
Arts & Culture,Architecture,La cathédrale,Joris-Karl Huysmans,https://openlibrary.org/works/OL2239465W
Arts & Culture,Architecture,Official Congressional Directory,"United States, United States Government Printing Office, Joint Committee on Printing Congress (U.S.), Joint Committee on Printing of the United States Congress, U S Congress, Claitors Law, Claitors Publishing Division, 52070065419, S/N 052-070-07187-7, 5270067179, 5270067187, Duane Nystrom, S/N 052-070-07111-7, Joint Committee on Printing, Joint Committee on Printing United States Congress, U. S. Congress, 5270062304, United States. Congress. Joint Committee on Printing, United States. Congress. Joint Committee on the Subject of the Public Printing, United States. Congress. Joint Committee on Public Printing, United States. Congress. House. Post Office, United States. Congress, Joint Committee on Printing, United States. Congress 2009), Paul Starkey, United States Congress. Joint Committee on Printing, United States Congress. Joint Committee on Printing , Michael, W. H, W. H. Michael , Joint Committee On Printing",https://openlibrary.org/works/OL430672W
Arts & Culture,Architecture,The Seven Lamps of Architecture,John Ruskin,https://openlibrary.org/works/OL88638W
Arts & Culture,Architecture,Le Corbusier,Le Corbusier,https://openlibrary.org/works/OL15210196W
Arts & Culture,Architecture,Jean Dubuffet,"Jean Dubuffet, Jean Dubuffent, Mildred Glimcher",https://openlibrary.org/works/OL1395180W
Arts & Culture,Architecture,Wallpaper City Guide,Editors of Wallpaper Magazine,https://openlibrary.org/works/OL8369915W
Arts & Culture,Architecture,Mary Poppins,P. L. Travers,https://openlibrary.org/works/OL262141W
Arts & Culture,Architecture,Frank Lloyd Wright,Frank Lloyd Wright,https://openlibrary.org/works/OL961860W
Arts & Culture,Architecture,The crown of wild olive,John Ruskin,https://openlibrary.org/works/OL15928356W
Arts & Culture,Architecture,Christo,"Christo, Wolfgang Volz, Jonathan David Fineberg, Janet Mulholland, Werner Spies",https://openlibrary.org/works/OL725386W
Literature,German Literature,Die Blechtrommel,Günter Grass,https://openlibrary.org/works/OL67334W
Literature,German Literature,Das Schloß,Franz Kafka,https://openlibrary.org/works/OL498434W
Literature,German Literature,Kinder- und Hausmärchen,Gebrüder Grimm [Brothers Grimm],https://openlibrary.org/works/OL45361W
Literature,German Literature,Im Westen nichts Neues,Erich Maria Remarque,https://openlibrary.org/works/OL1209288W
Literature,German Literature,Die Leiden des jungen Werthers,Johann Wolfgang von Goethe,https://openlibrary.org/works/OL52556W
Literature,German Literature,Also sprach Zarathustra,Friedrich Nietzsche,https://openlibrary.org/works/OL98130W
Literature,German Literature,Der Proceß,Franz Kafka,https://openlibrary.org/works/OL498463W
Literature,German Literature,Faust,Johann Wolfgang von Goethe,https://openlibrary.org/works/OL52456W
Literature,German Literature,Der Zauberberg,Thomas Mann,https://openlibrary.org/works/OL14866824W
Literature,German Literature,Siddhartha,Hermann Hesse,https://openlibrary.org/works/OL872932W
Literature,German Literature,Der Antichrist,"Friedrich Nietzsche, Henri Albert, H. L. Mencken, Henry Mencken, Guro Verlag",https://openlibrary.org/works/OL15692719W
Literature,German Literature,Der Steppenwolf,Hermann Hesse,https://openlibrary.org/works/OL872773W
Literature,German Literature,Преступление и наказание,Фёдор Михайлович Достоевский,https://openlibrary.org/works/OL166894W
Literature,German Literature,Die Verwandlung,Franz Kafka,https://openlibrary.org/works/OL498556W
Literature,German Literature,Heidi,Johanna Spyri,https://openlibrary.org/works/OL1455042W
Literature,German Literature,Through the Looking-Glass,"Lewis Carroll, Lewis Carroll, Lewis Lewis Carroll",https://openlibrary.org/works/OL151406W
Literature,German Literature,Decamerone,Giovanni Boccaccio,https://openlibrary.org/works/OL7180368W
Literature,German Literature,Lady Chatterley's Lover,D. H. Lawrence,https://openlibrary.org/works/OL81180W
Literature,Literature - Other,The War of the Worlds,H. G. Wells,https://openlibrary.org/works/OL52114W
Literature,Literature - Other,A Connecticut Yankee in King Arthur's Court,Mark Twain,https://openlibrary.org/works/OL54031W
Literature,Literature - Other,Tao te Ching,"老子, James Legge, Gia-Fu Feng, Stacie Mallinson, Jeff Mallinson, Peter Kang, John Minford, Stephen Mitchell",https://openlibrary.org/works/OL45499W
Literature,Literature - Other,The Hitch Hiker's Guide to the Galaxy,Douglas Adams,https://openlibrary.org/works/OL2163649W
Literature,Literature - Other,The Adventures of Tom Sawyer,Mark Twain,https://openlibrary.org/works/OL53919W
Literature,Literature - Other,The Art of War,"孙武, Sun Tzu",https://openlibrary.org/works/OL244537W
Literature,Literature - Other,Bible,Bible,https://openlibrary.org/works/OL17732W
Literature,Literature - Other,Foundation,Isaac Asimov,https://openlibrary.org/works/OL46125W
Literature,Literature - Other,Cato,"Joseph Addison, Christine Dunn Henderson, Mark E. Yellin",https://openlibrary.org/works/OL1172803W
Literature,Literature - Other,The Restaurant at the End of the Universe,Douglas Adams,https://openlibrary.org/works/OL2163655W
Literature,Literature - Other,The Left Hand of Darkness,Ursula K. Le Guin,https://openlibrary.org/works/OL59800W
Literature,Literature - Other,De la démocratie en Amérique,"Alexis de Tocqueville, Gustave de Beaumont, Eduardo Nolla, Henry Reeve, John Canfield Spencer, J. P. Mayer",https://openlibrary.org/works/OL278001W
Literature,Literature - Other,Foundation and Empire,Isaac Asimov,https://openlibrary.org/works/OL46224W
Literature,Literature - Other,Second Foundation,Isaac Asimov,https://openlibrary.org/works/OL46309W
Literature,Literature - Other,Dragonflight,Anne McCaffrey,https://openlibrary.org/works/OL73387W
Literature,Literature - Other,Mishneh Torah (Codification of Talmudic laws),Moses Maimonides,https://openlibrary.org/works/OL158334W
Literature,Literature - Other,The Dispossessed,Ursula K. Le Guin,https://openlibrary.org/works/OL59863W
Literature,Literature - Other,"The Federalist, or, The New Constitution","Alexander Hamilton, James Madison, John Jay",https://openlibrary.org/works/OL284420W
Social Sciences & Society,Gender & Sexuality Studies,Le Deuxième Sexe,Simone de Beauvoir,https://openlibrary.org/works/OL767941W
Social Sciences & Society,Gender & Sexuality Studies,Män som hatar kvinnor,Stieg Larsson,https://openlibrary.org/works/OL5784622W
Social Sciences & Society,Gender & Sexuality Studies,The Argonauts,Maggie Nelson,https://openlibrary.org/works/OL19999589W
Social Sciences & Society,Gender & Sexuality Studies,Whipping Girl,Julia Serano,https://openlibrary.org/works/OL8930045W
Social Sciences & Society,Gender & Sexuality Studies,Ace,Angela Chen,https://openlibrary.org/works/OL21692956W
Social Sciences & Society,Gender & Sexuality Studies,Beyond Magenta,Susan Kuklin,https://openlibrary.org/works/OL16818314W
Social Sciences & Society,Gender & Sexuality Studies,Where Did I Come From?,Peter Mayle,https://openlibrary.org/works/OL80511W
Social Sciences & Society,Gender & Sexuality Studies,Queer,"Meg-John Barker, Jules Scheele, Valentine Dervaux, Rémy Toulouse, Emmanuel Beaubatie",https://openlibrary.org/works/OL19671749W
Social Sciences & Society,Gender & Sexuality Studies,Sexuality,Jeffrey Weeks,https://openlibrary.org/works/OL2916484W
Social Sciences & Society,Gender & Sexuality Studies,Women and economics,Charlotte Perkins Gilman,https://openlibrary.org/works/OL2772026W
Social Sciences & Society,Gender & Sexuality Studies,Evolution's Rainbow,Joan Roughgarden,https://openlibrary.org/works/OL8304028W
Social Sciences & Society,Gender & Sexuality Studies,Not that bad,Roxane Gay,https://openlibrary.org/works/OL19739322W
Social Sciences & Society,Gender & Sexuality Studies,Greek Homosexuality,Kenneth J. Dover,https://openlibrary.org/works/OL2623339W
Social Sciences & Society,Gender & Sexuality Studies,"Vom Ende der Unschuld. Oder Das sexuelle Drama, eine Frau zu werden",Naomi Wolf,https://openlibrary.org/works/OL3348663W
Social Sciences & Society,Gender & Sexuality Studies,The transgender studies reader,"Susan Stryker, Stephen Whittle, Stephen Whittle",https://openlibrary.org/works/OL16977937W
Social Sciences & Society,Gender & Sexuality Studies,Human sexuality,Anne Bolin,https://openlibrary.org/works/OL18552394W
Social Sciences & Society,Gender & Sexuality Studies,Testosterone rex,"Cordelia Fine, Cat Gould, Ana Pedrero Verge",https://openlibrary.org/works/OL20047488W
Social Sciences & Society,Gender & Sexuality Studies,Human sexuality,"Bryan Strong, Christine Devault, Barbara Werner Sayad, Christine DeVault, Barbara Sayad, William Yarber",https://openlibrary.org/works/OL1958977W
History,History - Religious,Common Sense,Thomas Paine,https://openlibrary.org/works/OL60358W
History,History - Religious,Il nome della rosa,Umberto Eco,https://openlibrary.org/works/OL8996439W
History,History - Religious,Συμπόσιον,Πλάτων,https://openlibrary.org/works/OL51815W
History,History - Religious,Confessions,Augustine of Hippo,https://openlibrary.org/works/OL137872W
History,History - Religious,Inferno,Dante Alighieri,https://openlibrary.org/works/OL93227W
History,History - Religious,Great Expectations,Charles Dickens,https://openlibrary.org/works/OL8721462W
History,History - Religious,Sonnets,William Shakespeare,https://openlibrary.org/works/OL362706W
History,History - Religious,कामसूत्र,Vatsyāyana,https://openlibrary.org/works/OL239940W
History,History - Religious,The Handmaid's Tale,Margaret Atwood,https://openlibrary.org/works/OL675783W
History,History - Religious,Summa Theologica,"Thomas Aquinas, Kennedy, Daniel Joseph, 1862-1930",https://openlibrary.org/works/OL15314568W
History,History - Religious,A Christmas Carol,Charles Dickens,https://openlibrary.org/works/OL8193497W
History,History - Religious,Dom Casmurro,Joaquim Maria Machado de Assis,https://openlibrary.org/works/OL1003040W
History,History - Religious,Saint Francis of Assisi,"Gilbert Keith Chesterton, Doyle Kim, Chesterton Books Staff, S. C. G. Jerome",https://openlibrary.org/works/OL76399W
History,History - Religious,Φαίδων,Πλάτων,https://openlibrary.org/works/OL51805W
History,History - Religious,A Canticle for Leibowitz,Walter M. Miller Jr.,https://openlibrary.org/works/OL2626638W
History,History - Religious,The history of the great plague in London in the year 1665,Daniel Defoe,https://openlibrary.org/works/OL45109W
History,History - Religious,The Merchant of Venice,William Shakespeare,https://openlibrary.org/works/OL258758W
History,History - Religious,Essays,Francis Bacon,https://openlibrary.org/works/OL69382W
Education & Reference,Teaching & Education,The Elements of Style,"William Strunk, Jr., E. B. White, William Strunk Jr., Roger Angell, Strunk, William, Jr.",https://openlibrary.org/works/OL38285W
Education & Reference,Teaching & Education,Tuesdays with Morrie,Mitch Albom,https://openlibrary.org/works/OL1822313W
Education & Reference,Teaching & Education,The Invisible Man,H. G. Wells,https://openlibrary.org/works/OL52266W
Education & Reference,Teaching & Education,King Henry V,William Shakespeare,https://openlibrary.org/works/OL361466W
Education & Reference,Teaching & Education,Julius Caesar,William Shakespeare,https://openlibrary.org/works/OL362702W
Education & Reference,Teaching & Education,A Midsummer Night's Dream,William Shakespeare,https://openlibrary.org/works/OL259010W
Education & Reference,Teaching & Education,The Scarlet Letter,Nathaniel Hawthorne,https://openlibrary.org/works/OL455305W
Education & Reference,Teaching & Education,Macbeth,William Shakespeare,https://openlibrary.org/works/OL258902W
Education & Reference,Teaching & Education,The Tempest,William Shakespeare,https://openlibrary.org/works/OL362699W
Education & Reference,Teaching & Education,Treasure Island,Robert Louis Stevenson,https://openlibrary.org/works/OL24034W
Education & Reference,Teaching & Education,Educational psychology,"Anita Woolfolk Hoy, Philip H. Winne, Nancy E. Perry, Beth Popiel",https://openlibrary.org/works/OL2651233W
Education & Reference,Teaching & Education,The Snowy Day,"Ezra Jack Keats, Marilyn Sanabria, Shang yi bian ji bu",https://openlibrary.org/works/OL831023W
Education & Reference,Teaching & Education,The Prime of Miss Jean Brodie,Muriel Spark,https://openlibrary.org/works/OL26437W
Education & Reference,Teaching & Education,Human Anatomy,"Elaine Nicpon Marieb, Jon B. Mallatt, Patricia Brady Wilhelm",https://openlibrary.org/works/OL15316886W
Education & Reference,Teaching & Education,How to solve it,George Pólya,https://openlibrary.org/works/OL4569830W
Education & Reference,Teaching & Education,"Rich Dad, Poor Dad","Robert T. Kiyosaki, Sharon L. Lechter",https://openlibrary.org/works/OL2010879W
Literature,American Literature,The King in Yellow,Robert W. Chambers,https://openlibrary.org/works/OL8127201W
Literature,American Literature,Tender is the Night,F. Scott Fitzgerald,https://openlibrary.org/works/OL468485W
Literature,American Literature,Martin Eden,Jack London,https://openlibrary.org/works/OL144822W
Literature,American Literature,Leaves of Grass,Walt Whitman,https://openlibrary.org/works/OL16333W
Literature,American Literature,The Souls of Black Folk,W. E. B. Du Bois,https://openlibrary.org/works/OL28577W
Literature,American Literature,On The Road,"Jack Kerouac, Ann Charters, Jack Kerouac, Julio Mario Santo Domingo Collection",https://openlibrary.org/works/OL65906W
Literature,American Literature,The Sun Also Rises,Ernest Hemingway,https://openlibrary.org/works/OL62979W
Literature,American Literature,The Pearl,John Steinbeck,https://openlibrary.org/works/OL7966242W
Literature,American Literature,Daisy Miller,Henry James,https://openlibrary.org/works/OL276328W
Literature,American Literature,Uncle Tom's Cabin,Harriet Beecher Stowe,https://openlibrary.org/works/OL152161W
Literature,American Literature,Up from Slavery,Booker T. Washington,https://openlibrary.org/works/OL357501W
Literature,American Literature,The Legend of Sleepy Hollow,Washington Irving,https://openlibrary.org/works/OL63985W
Literature,American Literature,Beloved,Toni Morrison,https://openlibrary.org/works/OL50548W
Literature,American Literature,The Devil's Dictionary,Ambrose Bierce,https://openlibrary.org/works/OL7973273W
Literature,American Literature,The Awakening,Kate Chopin,https://openlibrary.org/works/OL65430W
Literature,American Literature,This Side of Paradise,F. Scott Fitzgerald,https://openlibrary.org/works/OL468488W
Literature,American Literature,The House of the Seven Gables,Nathaniel Hawthorne,https://openlibrary.org/works/OL455663W
Literature,American Literature,The Bell Jar,Sylvia Plath,https://openlibrary.org/works/OL1865528W
Religion & Philosophy,Religion/Spirituality,Imitation of Christ,"Thomas à Kempis, Jérôme de Gonnelieu, Richard Challoner, Ronald Arbuthnott Knox, Michael Oakley, Paul M. Bechtel, Joseph N. Tylenda, Elder Mullan, Henri Belleau, Félicité Robert de Lamennais, John Payne, William C. Creasy, Thomas Rogers, Sixtus V Pope, Hal McElwaine Helms, Harold C. Gardiner, Richard Whitford, Edgar Daplyn, David Alexander MacLennan, E. M. Blaiklock, Aloysius Croft, Harold Bolton, Richard Whitford, Wilfrid Raynal, Henry Parry Liddon, Félicité Robert De Lamennais, Jon M. Sweeney, Rev. William Benham, Rev. William Rev. William Benham, Valenti Angelo, Challoner, Leo Sherley-Price, Paul Wesley Chilcote, Pierre Corneille, Thomas Chalmers, George Hickes",https://openlibrary.org/works/OL260847W
Religion & Philosophy,Religion/Spirituality,Orthodoxy,"Gilbert Keith Chesterton, Damian Andre, Catholic Way Publishing Staff, Lucio Marcetti",https://openlibrary.org/works/OL76350W
Religion & Philosophy,Religion/Spirituality,As a man thinketh,James Allen,https://openlibrary.org/works/OL43024W
Religion & Philosophy,Religion/Spirituality,The Prophet,Kahlil Gibran,https://openlibrary.org/works/OL318900W
Religion & Philosophy,Religion/Spirituality,John Donne Poetry,"John Donne, John Booty, P.G. Stanwood",https://openlibrary.org/works/OL15420303W
Religion & Philosophy,Religion/Spirituality,An autobiography,Mohandas Karamchand Gandhi,https://openlibrary.org/works/OL298031W
Religion & Philosophy,Religion/Spirituality,The Pilgrim's Progress,John Bunyan,https://openlibrary.org/works/OL107195W
Religion & Philosophy,Religion/Spirituality,Die protestantische Ethik und der Geist des Kapitalismus,"Max Weber, Gilbert Geis, Sebastian Guzman, James Hill, Joaquín Abellán García, Đặng Thị Nguyệt Ánh, Le Minh Ton, Tôn Lê Minh, Talcott Parsons, Benito Romero, Suzanne Barbeau, Jacques Chavy, Piero Burresi, Isabelle Kalinowski, Luis Legaz Lacambra",https://openlibrary.org/works/OL1362905W
Religion & Philosophy,Religion/Spirituality,The Everlasting Man,Gilbert Keith Chesterton,https://openlibrary.org/works/OL76474W
Religion & Philosophy,Religion/Spirituality,The Book of the Dead,"E. A. Wallis Budge, David Lorimer, Foy Scalf, Paul Mirecki",https://openlibrary.org/works/OL7973699W
Science & Technology,Engineering & Technology,NASA/DoD aerospace knowledge diffusion research project,Thomas E. Pinelli,https://openlibrary.org/works/OL8894965W
Science & Technology,Engineering & Technology,Jurassic Park,Michael Crichton,https://openlibrary.org/works/OL46881W
Science & Technology,Engineering & Technology,Prey,Michael Crichton,https://openlibrary.org/works/OL46883W
Science & Technology,Engineering & Technology,"Advances in Computers, Volume 49 (Advances in Computers)","Marvin V. Zelkowitz, Marshall C. Yovits",https://openlibrary.org/works/OL7938163W
Science & Technology,Engineering & Technology,Steve Jobs,Walter Isaacson,https://openlibrary.org/works/OL16085155W
Science & Technology,Engineering & Technology,Transactions on Engineering Technologies,"Sio-Iong Ao, Haeng Kon Kim, Oscar Castillo, Alan Hoi-shou Chan, Hideki Katagiri",https://openlibrary.org/works/OL20667190W
Science & Technology,Engineering & Technology,Financial audit,United States. General Accounting Office,https://openlibrary.org/works/OL10733909W
Science & Technology,Engineering & Technology,Computer Networks,"Andrew S. Tanenbaum, John David Wetherall, David J. Wetherall, Nickolas Feamster, David Wetherall, James F. Kurose, Keith W. Ross",https://openlibrary.org/works/OL1970691W
Science & Technology,Engineering & Technology,Hacking for Dummies,"Kevin Beaver, Jutta Schmidt",https://openlibrary.org/works/OL6035941W
Science & Technology,Engineering & Technology,Einstein,"Walter Isaacson, Illus. with photos",https://openlibrary.org/works/OL4288870W
Science & Technology,Engineering & Technology,Nuclear waste,United States. General Accounting Office,https://openlibrary.org/works/OL565228W
Science & Technology,Engineering & Technology,Digital photography for dummies,Julie Adair King,https://openlibrary.org/works/OL71938W
Science & Technology,Engineering & Technology,Next,Michael Crichton,https://openlibrary.org/works/OL46904W
Science & Technology,Engineering & Technology,The Boy Who Harnessed the Wind,"William Kamkwamba, Bryan Mealer, Korey Jackson",https://openlibrary.org/works/OL15190422W
Science & Technology,Engineering & Technology,Bad Blood,John Carreyrou,https://openlibrary.org/works/OL17892614W
